"","Id","When","FarmCashReceiptType","Alberta","BritishColumbia","Canada","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"146",39470,"1/1/1980 12:00:00 AM","Total farm cash receipts",829804000,167563000,3829785000,341500000,32736000,3943000,44084000,939479000,35429000,464550000,970697000,"5/26/2020 8:59:29 AM"
"147",39471,"1/1/1980 12:00:00 AM","Total receipts from livestock and livestock products",397354000,107238000,1897578000,133740000,20685000,2646000,36150000,641697000,14071000,377244000,166753000,"5/26/2020 8:59:29 AM"
"148",39472,"1/1/1980 12:00:00 AM","Total receipts from direct payments",2858000,1654000,52929000,1919000,1239000,0,815000,16598000,1363000,25494000,989000,"5/26/2020 8:59:29 AM"
"149",39473,"4/1/1980 12:00:00 AM","Total crops receipts",291223000,52843000,1493987000,207490000,11082000,840000,6766000,268325000,8334000,99406000,547678000,"5/26/2020 8:59:29 AM"
"150",39474,"4/1/1980 12:00:00 AM","Total farm cash receipts",669393000,158787000,3528610000,341501000,34429000,3590000,42921000,965808000,26994000,568294000,716893000,"5/26/2020 8:59:29 AM"
"151",39475,"4/1/1980 12:00:00 AM","Total receipts from livestock and livestock products",374806000,103917000,1968842000,131593000,21848000,2744000,35114000,673187000,16476000,441336000,167821000,"5/26/2020 8:59:29 AM"
"152",39476,"4/1/1980 12:00:00 AM","Total receipts from direct payments",3364000,2027000,65781000,2418000,1499000,6000,1041000,24296000,2184000,27552000,1394000,"5/26/2020 8:59:29 AM"
"153",39477,"7/1/1980 12:00:00 AM","Total crops receipts",329869000,96748000,1769439000,212580000,12326000,1276000,12350000,387495000,9304000,84401000,623090000,"5/26/2020 8:59:29 AM"
"154",39478,"7/1/1980 12:00:00 AM","Total farm cash receipts",746861000,213705000,3976207000,366936000,37036000,4137000,50557000,1142430000,29113000,602293000,783139000,"5/26/2020 8:59:29 AM"
"155",39479,"7/1/1980 12:00:00 AM","Total receipts from livestock and livestock products",405070000,114620000,2115621000,150583000,23417000,2807000,36840000,728634000,17959000,477909000,157782000,"5/26/2020 8:59:29 AM"
"156",39480,"7/1/1980 12:00:00 AM","Total receipts from direct payments",11922000,2337000,91147000,3773000,1293000,54000,1367000,26301000,1850000,39983000,2267000,"5/26/2020 8:59:29 AM"
"157",39481,"10/1/1980 12:00:00 AM","Total crops receipts",379102000,79693000,1835102000,193959000,20424000,2052000,12703000,555202000,26166000,112680000,453121000,"5/26/2020 8:59:29 AM"
"158",39482,"10/1/1980 12:00:00 AM","Total farm cash receipts",898393000,239415000,4624375000,444356000,47796000,16309000,58799000,1352967000,48539000,656518000,861283000,"5/26/2020 8:59:29 AM"
"159",39483,"10/1/1980 12:00:00 AM","Total receipts from livestock and livestock products",469220000,143605000,2341346000,182226000,24755000,14168000,42374000,739615000,16818000,468116000,240449000,"5/26/2020 8:59:29 AM"
"160",39484,"10/1/1980 12:00:00 AM","Total receipts from direct payments",50071000,16117000,447927000,68171000,2617000,89000,3722000,58150000,5555000,75722000,167713000,"5/26/2020 8:59:29 AM"
"161",39485,"1/1/1981 12:00:00 AM","Total crops receipts",874262000,62364000,3340047000,330544000,21314000,932000,6821000,406217000,41451000,89013000,1507129000,"5/26/2020 8:59:29 AM"
"162",39486,"1/1/1981 12:00:00 AM","Total farm cash receipts",1316874000,181502000,5556805000,491853000,45348000,7075000,47826000,1158372000,58774000,565213000,1683968000,"5/26/2020 8:59:29 AM"
"163",39487,"1/1/1981 12:00:00 AM","Total receipts from livestock and livestock products",430458000,116866000,2109268000,144210000,23506000,6110000,40074000,729591000,15618000,438255000,164580000,"5/26/2020 8:59:29 AM"
"164",39488,"1/1/1981 12:00:00 AM","Total receipts from direct payments",12154000,2272000,107490000,17099000,528000,33000,931000,22564000,1705000,37945000,12259000,"5/26/2020 8:59:29 AM"
"165",39489,"4/1/1981 12:00:00 AM","Total crops receipts",426734000,55976000,1713042000,160071000,27039000,670000,7120000,289420000,27325000,123182000,595505000,"5/26/2020 8:59:29 AM"
"166",39490,"4/1/1981 12:00:00 AM","Total farm cash receipts",844885000,177360000,4035428000,315273000,56070000,6808000,48000000,1083350000,49034000,683902000,770746000,"5/26/2020 8:59:29 AM"
"167",39491,"4/1/1981 12:00:00 AM","Total receipts from livestock and livestock products",407838000,119179000,2218205000,146569000,25759000,6122000,39784000,761730000,18232000,525580000,167412000,"5/26/2020 8:59:29 AM"
"168",39492,"4/1/1981 12:00:00 AM","Total receipts from direct payments",10313000,2205000,104181000,8633000,3272000,16000,1096000,32200000,3477000,35140000,7829000,"5/26/2020 8:59:29 AM"
"169",39493,"7/1/1981 12:00:00 AM","Total crops receipts",386115000,99763000,1788230000,186731000,13930000,1878000,19125000,407945000,8347000,107299000,557097000,"5/26/2020 8:59:29 AM"
"170",39494,"7/1/1981 12:00:00 AM","Total farm cash receipts",850990000,238185000,4327532000,362039000,44088000,8941000,64061000,1245098000,31598000,727462000,755070000,"5/26/2020 8:59:29 AM"
"171",39495,"7/1/1981 12:00:00 AM","Total receipts from livestock and livestock products",438658000,134326000,2290833000,155778000,27796000,6895000,42777000,762802000,19459000,553083000,149259000,"5/26/2020 8:59:29 AM"
"172",39496,"7/1/1981 12:00:00 AM","Total receipts from direct payments",26217000,4096000,248469000,19530000,2362000,168000,2159000,74351000,3792000,67080000,48714000,"5/26/2020 8:59:29 AM"
"173",39497,"10/1/1981 12:00:00 AM","Total crops receipts",362592000,71866000,1918066000,284723000,18913000,2788000,17412000,538204000,29771000,124728000,467069000,"5/26/2020 8:59:29 AM"
"174",39498,"10/1/1981 12:00:00 AM","Total farm cash receipts",837197000,280087000,4614443000,482263000,49407000,9415000,67116000,1349758000,50176000,704917000,784107000,"5/26/2020 8:59:29 AM"
"175",39499,"10/1/1981 12:00:00 AM","Total receipts from livestock and livestock products",424126000,161478000,2264333000,162312000,27644000,6489000,45380000,731719000,16947000,505420000,182818000,"5/26/2020 8:59:29 AM"
"176",39500,"10/1/1981 12:00:00 AM","Total receipts from direct payments",50479000,46743000,432044000,35228000,2850000,138000,4324000,79835000,3458000,74769000,134220000,"5/26/2020 8:59:29 AM"
"177",39501,"1/1/1982 12:00:00 AM","Total crops receipts",710427000,63240000,2783872000,287176000,15370000,944000,6580000,391933000,20818000,59375000,1228009000,"5/26/2020 8:59:29 AM"
"178",39502,"1/1/1982 12:00:00 AM","Total farm cash receipts",1118486000,198334000,5068202000,445979000,42500000,7611000,49728000,1167745000,39098000,584243000,1414478000,"5/26/2020 8:59:29 AM"
"179",39503,"1/1/1982 12:00:00 AM","Total receipts from livestock and livestock products",402395000,126939000,2170106000,152161000,26205000,6657000,41755000,729500000,16881000,490599000,177014000,"5/26/2020 8:59:29 AM"
"180",39504,"1/1/1982 12:00:00 AM","Total receipts from direct payments",5664000,8155000,114224000,6642000,925000,10000,1393000,46312000,1399000,34269000,9455000,"5/26/2020 8:59:29 AM"
"181",39505,"4/1/1982 12:00:00 AM","Total crops receipts",405819000,60270000,1769827000,232474000,19301000,523000,7508000,285291000,16465000,113398000,628778000,"5/26/2020 8:59:29 AM"
"182",39506,"4/1/1982 12:00:00 AM","Total farm cash receipts",940625000,194796000,4412299000,407497000,50463000,7531000,51937000,1135187000,40129000,766694000,817440000,"5/26/2020 8:59:29 AM"
"183",39507,"4/1/1982 12:00:00 AM","Total receipts from livestock and livestock products",410953000,131913000,2414530000,170889000,30264000,7008000,42919000,823359000,22406000,601947000,172872000,"5/26/2020 8:59:29 AM"
"184",39508,"4/1/1982 12:00:00 AM","Total receipts from direct payments",123853000,2613000,227942000,4134000,898000,0,1510000,26537000,1258000,51349000,15790000,"5/26/2020 8:59:29 AM"
"185",39509,"7/1/1982 12:00:00 AM","Total crops receipts",401136000,99199000,2105815000,275510000,17350000,1548000,20194000,359381000,9066000,120948000,801483000,"5/26/2020 8:59:29 AM"
"186",39510,"7/1/1982 12:00:00 AM","Total farm cash receipts",892050000,252289000,4722281000,452780000,50385000,9073000,65711000,1207532000,32852000,765959000,993650000,"5/26/2020 8:59:29 AM"
"187",39511,"7/1/1982 12:00:00 AM","Total receipts from livestock and livestock products",456963000,150977000,2482815000,168594000,31835000,7524000,44774000,814935000,22465000,598846000,185902000,"5/26/2020 8:59:29 AM"
"188",39512,"7/1/1982 12:00:00 AM","Total receipts from direct payments",33951000,2113000,133651000,8676000,1200000,1000,743000,33216000,1321000,46165000,6265000,"5/26/2020 8:59:29 AM"
"189",39513,"10/1/1982 12:00:00 AM","Total crops receipts",352696000,65105000,1843972000,209574000,16358000,2223000,16061000,529211000,27445000,121820000,503479000,"5/26/2020 8:59:29 AM"
"190",39514,"10/1/1982 12:00:00 AM","Total farm cash receipts",860932000,316364000,4679864000,418725000,46979000,9188000,64866000,1351051000,49821000,723781000,838157000,"5/26/2020 8:59:29 AM"
"191",39515,"10/1/1982 12:00:00 AM","Total receipts from livestock and livestock products",410466000,171536000,2392132000,180994000,28673000,6924000,46830000,782620000,18731000,539487000,205871000,"5/26/2020 8:59:29 AM"
"192",39516,"10/1/1982 12:00:00 AM","Total receipts from direct payments",97770000,79723000,443760000,28157000,1948000,41000,1975000,39220000,3645000,62474000,128807000,"5/26/2020 8:59:29 AM"
"193",39517,"1/1/1983 12:00:00 AM","Total crops receipts",715604000,63836000,2648158000,289394000,12024000,789000,5831000,287728000,13993000,57602000,1201357000,"5/26/2020 8:59:29 AM"
"194",39518,"1/1/1983 12:00:00 AM","Total farm cash receipts",1167740000,210954000,5128056000,469402000,44080000,7282000,50418000,1131023000,33771000,614221000,1399165000,"5/26/2020 8:59:29 AM"
"195",39519,"1/1/1983 12:00:00 AM","Total receipts from livestock and livestock products",447306000,132713000,2292778000,153941000,28431000,6492000,43657000,763635000,17379000,510156000,189068000,"5/26/2020 8:59:29 AM"
"196",39520,"1/1/1983 12:00:00 AM","Total receipts from direct payments",4830000,14405000,187120000,26067000,3625000,1000,930000,79660000,2399000,46463000,8740000,"5/26/2020 8:59:29 AM"
"197",39521,"4/1/1983 12:00:00 AM","Total crops receipts",356387000,57156000,1883017000,280550000,18737000,582000,8499000,251873000,18516000,119039000,771678000,"5/26/2020 8:59:29 AM"
"198",39522,"4/1/1983 12:00:00 AM","Total farm cash receipts",782046000,213997000,4291864000,438321000,49880000,8042000,52231000,1077109000,40108000,699469000,930661000,"5/26/2020 8:59:29 AM"
"199",39523,"4/1/1983 12:00:00 AM","Total receipts from livestock and livestock products",420433000,131011000,2293293000,153106000,30241000,7460000,42968000,801588000,20484000,536467000,149535000,"5/26/2020 8:59:29 AM"
"200",39524,"4/1/1983 12:00:00 AM","Total receipts from direct payments",5226000,25830000,115554000,4665000,902000,0,764000,23648000,1108000,43963000,9448000,"5/26/2020 8:59:29 AM"
"201",39525,"7/1/1983 12:00:00 AM","Total crops receipts",353852000,86730000,1906053000,254630000,17920000,1340000,21482000,419118000,12338000,119867000,618776000,"5/26/2020 8:59:29 AM"
"202",39526,"7/1/1983 12:00:00 AM","Total farm cash receipts",771799000,232107000,4237158000,423170000,49111000,9573000,65274000,1210117000,33572000,666854000,775581000,"5/26/2020 8:59:29 AM"
"203",39527,"7/1/1983 12:00:00 AM","Total receipts from livestock and livestock products",411757000,137263000,2216906000,152336000,29879000,8233000,42921000,759307000,19752000,504240000,151218000,"5/26/2020 8:59:29 AM"
"204",39528,"7/1/1983 12:00:00 AM","Total receipts from direct payments",6190000,8114000,114199000,16204000,1312000,0,871000,31692000,1482000,42747000,5587000,"5/26/2020 8:59:29 AM"
"205",39529,"10/1/1983 12:00:00 AM","Total crops receipts",506299000,74112000,2400609000,275178000,23576000,2390000,18977000,768472000,42657000,137695000,551253000,"5/26/2020 8:59:29 AM"
"206",39530,"10/1/1983 12:00:00 AM","Total farm cash receipts",1029711000,259583000,5202430000,472476000,56908000,10052000,68573000,1591964000,64980000,727391000,920792000,"5/26/2020 8:59:29 AM"
"207",39531,"10/1/1983 12:00:00 AM","Total receipts from livestock and livestock products",398762000,166349000,2294396000,166104000,30964000,7621000,46184000,770159000,17829000,491461000,198963000,"5/26/2020 8:59:29 AM"
"208",39532,"10/1/1983 12:00:00 AM","Total receipts from direct payments",124650000,19122000,507425000,31194000,2368000,41000,3412000,53333000,4494000,98235000,170576000,"5/26/2020 8:59:29 AM"
"209",39533,"1/1/1984 12:00:00 AM","Total crops receipts",672823000,79449000,2813844000,301612000,23482000,1092000,7426000,456843000,33840000,73468000,1163809000,"5/26/2020 8:59:29 AM"
"210",39534,"1/1/1984 12:00:00 AM","Total farm cash receipts",1114125000,252890000,5371727000,473608000,57534000,9040000,55982000,1312091000,55063000,635184000,1406210000,"5/26/2020 8:59:29 AM"
"211",39535,"1/1/1984 12:00:00 AM","Total receipts from livestock and livestock products",419994000,135700000,2303878000,158683000,30674000,7948000,45900000,789304000,19035000,504551000,192089000,"5/26/2020 8:59:29 AM"
"212",39536,"1/1/1984 12:00:00 AM","Total receipts from direct payments",21308000,37741000,254005000,13313000,3378000,0,2656000,65944000,2188000,57165000,50312000,"5/26/2020 8:59:29 AM"
"213",39537,"4/1/1984 12:00:00 AM","Total crops receipts",372981000,70175000,1839625000,194267000,21836000,657000,9925000,319150000,22796000,137032000,690806000,"5/26/2020 8:59:29 AM"
"214",39538,"4/1/1984 12:00:00 AM","Total farm cash receipts",825505000,222729000,4437665000,372568000,56804000,9438000,58789000,1175988000,45120000,801393000,869331000,"5/26/2020 8:59:29 AM"
"215",39539,"4/1/1984 12:00:00 AM","Total receipts from livestock and livestock products",439275000,139948000,2424418000,169545000,33361000,8776000,45015000,818790000,20467000,578353000,170888000,"5/26/2020 8:59:29 AM"
"216",39540,"4/1/1984 12:00:00 AM","Total receipts from direct payments",13249000,12606000,173622000,8756000,1607000,5000,3849000,38048000,1857000,86008000,7637000,"5/26/2020 8:59:29 AM"
"217",39541,"7/1/1984 12:00:00 AM","Total crops receipts",423071000,87934000,2399344000,326883000,13088000,1707000,20654000,451366000,10537000,131073000,933031000,"5/26/2020 8:59:29 AM"
"218",39542,"7/1/1984 12:00:00 AM","Total farm cash receipts",1002214000,247210000,5281132000,552427000,48849000,10846000,70238000,1297343000,34331000,788025000,1229649000,"5/26/2020 8:59:29 AM"
"219",39543,"7/1/1984 12:00:00 AM","Total receipts from livestock and livestock products",478093000,155824000,2505895000,178213000,34022000,9135000,48100000,805515000,21979000,583970000,191044000,"5/26/2020 8:59:29 AM"
"220",39544,"7/1/1984 12:00:00 AM","Total receipts from direct payments",101050000,3452000,375893000,47331000,1739000,4000,1484000,40462000,1815000,72982000,105574000,"5/26/2020 8:59:29 AM"
"221",39545,"10/1/1984 12:00:00 AM","Total crops receipts",392808000,68957000,2127826000,336388000,18602000,2291000,19945000,638442000,32896000,161628000,455869000,"5/26/2020 8:59:29 AM"
"222",39546,"10/1/1984 12:00:00 AM","Total farm cash receipts",1045982000,281771000,5390601000,590920000,54161000,12173000,73988000,1516410000,57259000,829197000,928740000,"5/26/2020 8:59:29 AM"
"223",39547,"10/1/1984 12:00:00 AM","Total receipts from livestock and livestock products",457138000,187918000,2583071000,189731000,33614000,9661000,51554000,817945000,20146000,572799000,242565000,"5/26/2020 8:59:29 AM"
"224",39548,"10/1/1984 12:00:00 AM","Total receipts from direct payments",196036000,24896000,679704000,64801000,1945000,221000,2489000,60023000,4217000,94770000,230306000,"5/26/2020 8:59:29 AM"
"225",39549,"1/1/1985 12:00:00 AM","Total crops receipts",719589000,82702000,2868545000,346366000,15934000,923000,7404000,405453000,22140000,77180000,1190854000,"5/26/2020 8:59:29 AM"
"226",39550,"1/1/1985 12:00:00 AM","Total farm cash receipts",1240627000,248352000,5708420000,547517000,53374000,10082000,60676000,1243976000,45792000,698840000,1559184000,"5/26/2020 8:59:29 AM"
"227",39551,"1/1/1985 12:00:00 AM","Total receipts from livestock and livestock products",475948000,145941000,2471238000,186372000,31844000,9157000,51457000,809150000,20871000,537251000,203247000,"5/26/2020 8:59:29 AM"
"228",39552,"1/1/1985 12:00:00 AM","Total receipts from direct payments",45090000,19709000,368637000,14779000,5596000,2000,1815000,29373000,2781000,84409000,165083000,"5/26/2020 8:59:29 AM"
"229",39553,"4/1/1985 12:00:00 AM","Total crops receipts",274733000,77152000,1578839000,218122000,21079000,771000,10999000,325719000,22633000,166850000,460781000,"5/26/2020 8:59:29 AM"
"230",39554,"4/1/1985 12:00:00 AM","Total farm cash receipts",850499000,241921000,4561276000,476582000,56132000,9913000,59165000,1144396000,46020000,798211000,878437000,"5/26/2020 8:59:29 AM"
"231",39555,"4/1/1985 12:00:00 AM","Total receipts from livestock and livestock products",448528000,143765000,2382531000,174803000,33011000,9142000,45448000,795924000,21073000,556073000,154764000,"5/26/2020 8:59:29 AM"
"232",39556,"4/1/1985 12:00:00 AM","Total receipts from direct payments",127238000,21004000,599906000,83657000,2042000,0,2718000,22753000,2314000,75288000,262892000,"5/26/2020 8:59:29 AM"
"233",39557,"7/1/1985 12:00:00 AM","Total crops receipts",195716000,106225000,1557539000,192310000,18565000,1869000,19851000,490500000,11178000,148381000,372944000,"5/26/2020 8:59:29 AM"
"234",39558,"7/1/1985 12:00:00 AM","Total farm cash receipts",708294000,268570000,4222005000,394051000,54204000,11413000,67727000,1293944000,33614000,777568000,612620000,"5/26/2020 8:59:29 AM"
"235",39559,"7/1/1985 12:00:00 AM","Total receipts from livestock and livestock products",447718000,152298000,2376453000,176094000,33615000,9544000,45795000,778344000,19805000,554339000,158901000,"5/26/2020 8:59:29 AM"
"236",39560,"7/1/1985 12:00:00 AM","Total receipts from direct payments",64860000,10047000,288013000,25647000,2024000,0,2081000,25100000,2631000,74848000,80775000,"5/26/2020 8:59:29 AM"
"237",39561,"10/1/1985 12:00:00 AM","Total crops receipts",360590000,86124000,2094486000,349982000,18390000,2368000,19116000,477111000,21980000,156803000,602022000,"5/26/2020 8:59:29 AM"
"238",39562,"10/1/1985 12:00:00 AM","Total farm cash receipts",1038156000,302539000,5300499000,592385000,53288000,11745000,71419000,1363089000,46599000,814008000,1007271000,"5/26/2020 8:59:29 AM"
"239",39563,"10/1/1985 12:00:00 AM","Total receipts from livestock and livestock products",439097000,186952000,2572778000,194240000,33216000,9355000,49865000,852550000,19817000,559877000,227809000,"5/26/2020 8:59:29 AM"
"240",39564,"10/1/1985 12:00:00 AM","Total receipts from direct payments",238469000,29463000,633235000,48163000,1682000,22000,2438000,33428000,4802000,97328000,177440000,"5/26/2020 8:59:29 AM"
"241",39565,"1/1/1986 12:00:00 AM","Total crops receipts",489310000,85848000,2422705000,399603000,10465000,890000,8025000,416001000,13996000,88594000,909973000,"5/26/2020 8:59:29 AM"
"242",39566,"1/1/1986 12:00:00 AM","Total farm cash receipts",1116547000,271870000,5469710000,603495000,45672000,9874000,62028000,1261765000,37360000,697050000,1364049000,"5/26/2020 8:59:29 AM"
"243",39567,"1/1/1986 12:00:00 AM","Total receipts from livestock and livestock products",433453000,147194000,2433282000,184981000,32751000,8984000,52287000,822490000,19890000,556974000,174278000,"5/26/2020 8:59:29 AM"
"244",39568,"1/1/1986 12:00:00 AM","Total receipts from direct payments",193784000,38828000,613723000,18911000,2456000,0,1716000,23274000,3474000,51482000,279798000,"5/26/2020 8:59:29 AM"
"245",39569,"4/1/1986 12:00:00 AM","Total crops receipts",286061000,81029000,1913549000,290401000,22158000,829000,11697000,478172000,14584000,161646000,566972000,"5/26/2020 8:59:29 AM"
"246",39570,"4/1/1986 12:00:00 AM","Total farm cash receipts",984903000,249078000,5287960000,578156000,58427000,10486000,61647000,1316969000,40849000,836765000,1150680000,"5/26/2020 8:59:29 AM"
"247",39571,"4/1/1986 12:00:00 AM","Total receipts from livestock and livestock products",451265000,144493000,2448337000,174871000,34813000,9227000,48233000,813313000,22244000,589968000,159910000,"5/26/2020 8:59:29 AM"
"248",39572,"4/1/1986 12:00:00 AM","Total receipts from direct payments",247577000,23556000,926074000,112884000,1456000,430000,1717000,25484000,4021000,85151000,423798000,"5/26/2020 8:59:29 AM"
"249",39573,"7/1/1986 12:00:00 AM","Total crops receipts",204230000,110286000,1475745000,138707000,19556000,2309000,23454000,494767000,14456000,143823000,324158000,"5/26/2020 8:59:29 AM"
"250",39574,"7/1/1986 12:00:00 AM","Total farm cash receipts",724298000,285149000,4437342000,370057000,59520000,12221000,76876000,1439395000,44135000,862475000,563217000,"5/26/2020 8:59:29 AM"
"251",39575,"7/1/1986 12:00:00 AM","Total receipts from livestock and livestock products",460820000,164426000,2681978000,203237000,38778000,9831000,52413000,887241000,24688000,649774000,190770000,"5/26/2020 8:59:29 AM"
"252",39576,"7/1/1986 12:00:00 AM","Total receipts from direct payments",59248000,10437000,279619000,28113000,1186000,81000,1009000,57387000,4991000,68878000,48289000,"5/26/2020 8:59:29 AM"
"253",39577,"10/1/1986 12:00:00 AM","Total crops receipts",353858000,87553000,2056297000,237702000,23501000,2725000,21630000,559995000,37590000,117999000,613744000,"5/26/2020 8:59:29 AM"
"254",39578,"10/1/1986 12:00:00 AM","Total farm cash receipts",957891000,300384000,5435867000,550250000,61782000,11725000,74442000,1482721000,63851000,863233000,1069588000,"5/26/2020 8:59:29 AM"
"255",39579,"10/1/1986 12:00:00 AM","Total receipts from livestock and livestock products",443557000,200989000,2740017000,234710000,37092000,8723000,50867000,884411000,23722000,605501000,250445000,"5/26/2020 8:59:29 AM"
"256",39580,"10/1/1986 12:00:00 AM","Total receipts from direct payments",160476000,11842000,639553000,77838000,1189000,277000,1945000,38315000,2539000,139733000,205399000,"5/26/2020 8:59:29 AM"
"257",39581,"1/1/1987 12:00:00 AM","Total crops receipts",390949000,70602000,1812514000,208767000,21112000,875000,8126000,359271000,30341000,83432000,639039000,"5/26/2020 8:59:29 AM"
"258",39582,"1/1/1987 12:00:00 AM","Total farm cash receipts",967552000,245864000,4892425000,482976000,62758000,11098000,75034000,1237864000,57376000,712090000,1039813000,"5/26/2020 8:59:29 AM"
"259",39583,"1/1/1987 12:00:00 AM","Total receipts from livestock and livestock products",456821000,160120000,2575936000,211013000,36785000,9726000,65271000,815586000,24065000,590390000,206159000,"5/26/2020 8:59:29 AM"
"260",39584,"1/1/1987 12:00:00 AM","Total receipts from direct payments",119782000,15142000,503975000,63196000,4861000,497000,1637000,63007000,2970000,38268000,194615000,"5/26/2020 8:59:29 AM"
"261",39585,"4/1/1987 12:00:00 AM","Total crops receipts",358115000,88407000,1933901000,237727000,24782000,1109000,11956000,343219000,33682000,160863000,674041000,"5/26/2020 8:59:29 AM"
"262",39586,"4/1/1987 12:00:00 AM","Total farm cash receipts",1210629000,263982000,6135643000,657729000,62179000,10922000,64220000,1363917000,63890000,915094000,1523081000,"5/26/2020 8:59:29 AM"
"263",39587,"4/1/1987 12:00:00 AM","Total receipts from livestock and livestock products",495138000,154164000,2672347000,186221000,35676000,9470000,50785000,893829000,26736000,630878000,189450000,"5/26/2020 8:59:29 AM"
"264",39588,"4/1/1987 12:00:00 AM","Total receipts from direct payments",357376000,21411000,1529395000,233781000,1721000,343000,1479000,126869000,3472000,123353000,659590000,"5/26/2020 8:59:29 AM"
"265",39589,"7/1/1987 12:00:00 AM","Total crops receipts",272876000,128231000,1729569000,154858000,22817000,2804000,27445000,490154000,13717000,169021000,447646000,"5/26/2020 8:59:29 AM"
"266",39590,"7/1/1987 12:00:00 AM","Total farm cash receipts",828969000,296668000,4745581000,369923000,59879000,12788000,82961000,1471257000,40375000,872213000,710548000,"5/26/2020 8:59:29 AM"
"267",39591,"7/1/1987 12:00:00 AM","Total receipts from livestock and livestock products",487354000,165538000,2722518000,189464000,35899000,9693000,53733000,879594000,24523000,656626000,220094000,"5/26/2020 8:59:29 AM"
"268",39592,"7/1/1987 12:00:00 AM","Total receipts from direct payments",68739000,2899000,293494000,25601000,1163000,291000,1783000,101509000,2135000,46566000,42808000,"5/26/2020 8:59:29 AM"
"269",39593,"10/1/1987 12:00:00 AM","Total crops receipts",291620000,96227000,1863551000,203080000,19604000,2917000,23753000,620882000,28701000,144190000,432577000,"5/26/2020 8:59:29 AM"
"270",39594,"10/1/1987 12:00:00 AM","Total farm cash receipts",1031639000,315089000,5571910000,605317000,56867000,12735000,79057000,1477812000,54228000,828968000,1110198000,"5/26/2020 8:59:29 AM"
"271",39595,"10/1/1987 12:00:00 AM","Total receipts from livestock and livestock products",480394000,205822000,2715542000,247258000,35175000,9285000,52816000,815177000,21267000,592962000,255386000,"5/26/2020 8:59:29 AM"
"272",39596,"10/1/1987 12:00:00 AM","Total receipts from direct payments",259625000,13040000,992817000,154979000,2088000,533000,2488000,41753000,4260000,91816000,422235000,"5/26/2020 8:59:29 AM"
"273",39597,"1/1/1988 12:00:00 AM","Total crops receipts",437969000,95166000,1965798000,205628000,19352000,1445000,9967000,405659000,23764000,107118000,659730000,"5/26/2020 8:59:29 AM"
"274",39598,"1/1/1988 12:00:00 AM","Total farm cash receipts",1162122000,263861000,5541543000,505622000,57272000,13018000,74865000,1367258000,52810000,770097000,1274618000,"5/26/2020 8:59:29 AM"
"275",39599,"1/1/1988 12:00:00 AM","Total receipts from livestock and livestock products",496380000,159644000,2659139000,182793000,35701000,10964000,62503000,844385000,23613000,597421000,245735000,"5/26/2020 8:59:29 AM"
"276",39600,"1/1/1988 12:00:00 AM","Total receipts from direct payments",227773000,9051000,916606000,117201000,2219000,609000,2395000,117214000,5433000,65558000,369153000,"5/26/2020 8:59:29 AM"
"277",39601,"4/1/1988 12:00:00 AM","Total crops receipts",300279000,112761000,1897966000,200700000,22456000,1526000,16736000,408243000,16256000,207944000,611065000,"5/26/2020 8:59:29 AM"
"278",39602,"4/1/1988 12:00:00 AM","Total farm cash receipts",1124719000,284904000,5852524000,569007000,64819000,12767000,70877000,1385327000,49829000,971141000,1319134000,"5/26/2020 8:59:29 AM"
"279",39603,"4/1/1988 12:00:00 AM","Total receipts from livestock and livestock products",564841000,157124000,2683840000,185379000,37272000,10756000,51843000,821409000,26014000,626229000,202973000,"5/26/2020 8:59:29 AM"
"280",39604,"4/1/1988 12:00:00 AM","Total receipts from direct payments",259599000,15019000,1270718000,182928000,5091000,485000,2298000,155675000,7559000,136968000,505096000,"5/26/2020 8:59:29 AM"
"281",39605,"7/1/1988 12:00:00 AM","Total crops receipts",427393000,114997000,2319531000,263577000,23811000,2710000,33499000,617480000,16620000,200787000,618657000,"5/26/2020 8:59:29 AM"
"282",39606,"7/1/1988 12:00:00 AM","Total farm cash receipts",1053351000,314023000,5403437000,491026000,62739000,14546000,88777000,1493502000,45391000,923096000,916986000,"5/26/2020 8:59:29 AM"
"283",39607,"7/1/1988 12:00:00 AM","Total receipts from livestock and livestock products",523486000,158752000,2646302000,186097000,36282000,11474000,51982000,810045000,24487000,622785000,220912000,"5/26/2020 8:59:29 AM"
"284",39608,"7/1/1988 12:00:00 AM","Total receipts from direct payments",102472000,40274000,437604000,41352000,2646000,362000,3296000,65977000,4284000,99524000,77417000,"5/26/2020 8:59:29 AM"
"285",39609,"10/1/1988 12:00:00 AM","Total crops receipts",472104000,129796000,2110143000,199881000,27618000,3077000,29636000,618537000,34499000,174768000,420227000,"5/26/2020 8:59:29 AM"
"286",39610,"10/1/1988 12:00:00 AM","Total farm cash receipts",1127148000,343528000,5637728000,523820000,68141000,14742000,87383000,1533504000,61223000,921100000,957139000,"5/26/2020 8:59:29 AM"
"287",39611,"10/1/1988 12:00:00 AM","Total receipts from livestock and livestock products",496601000,195359000,2778303000,233589000,37486000,10993000,53950000,832554000,21655000,606187000,289929000,"5/26/2020 8:59:29 AM"
"288",39612,"10/1/1988 12:00:00 AM","Total receipts from direct payments",158443000,18373000,749282000,90350000,3037000,672000,3797000,82413000,5069000,140145000,246983000,"5/26/2020 8:59:29 AM"
