"","Id","When","Type","Alberta","BritishColumbia","Canada","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"615",592727,"12/1/1972 12:00:00 AM","Rye",7890,NA,NA,NA,NA,NA,2649,NA,NA,NA,8072,"7/23/2020 9:48:24 AM"
"616",592728,"12/1/1972 12:00:00 AM","Wheat, excluding durum",278638,NA,NA,NA,NA,NA,85002,NA,NA,NA,596189,"7/23/2020 9:48:24 AM"
"617",592729,"1/1/1973 12:00:00 AM","All grains, total",466397,NA,NA,NA,NA,NA,163538,NA,NA,NA,979214,"7/23/2020 9:48:24 AM"
"618",592730,"1/1/1973 12:00:00 AM","Barley",125464,NA,NA,NA,NA,NA,49561,NA,NA,NA,133043,"7/23/2020 9:48:24 AM"
"619",592731,"1/1/1973 12:00:00 AM","Canola (rapeseed)",77530,NA,NA,NA,NA,NA,34718,NA,NA,NA,161375,"7/23/2020 9:48:24 AM"
"620",592732,"1/1/1973 12:00:00 AM","Durum wheat",29474,NA,NA,NA,NA,NA,4561,NA,NA,NA,116477,"7/23/2020 9:48:24 AM"
"621",592733,"1/1/1973 12:00:00 AM","Flaxseed",15098,NA,NA,NA,NA,NA,22282,NA,NA,NA,77837,"7/23/2020 9:48:24 AM"
"622",592734,"1/1/1973 12:00:00 AM","Oats",7181,NA,NA,NA,NA,NA,4846,NA,NA,NA,6126,"7/23/2020 9:48:24 AM"
"623",592735,"1/1/1973 12:00:00 AM","Rye",10285,NA,NA,NA,NA,NA,4763,NA,NA,NA,19180,"7/23/2020 9:48:24 AM"
"624",592736,"1/1/1973 12:00:00 AM","Wheat, excluding durum",201365,NA,NA,NA,NA,NA,42807,NA,NA,NA,465176,"7/23/2020 9:48:24 AM"
"625",592737,"2/1/1973 12:00:00 AM","All grains, total",323079,NA,NA,NA,NA,NA,94728,NA,NA,NA,518986,"7/23/2020 9:48:24 AM"
"626",592738,"2/1/1973 12:00:00 AM","Barley",106086,NA,NA,NA,NA,NA,37148,NA,NA,NA,83573,"7/23/2020 9:48:24 AM"
"627",592739,"2/1/1973 12:00:00 AM","Canola (rapeseed)",48466,NA,NA,NA,NA,NA,17352,NA,NA,NA,63852,"7/23/2020 9:48:24 AM"
"628",592740,"2/1/1973 12:00:00 AM","Durum wheat",10034,NA,NA,NA,NA,NA,2049,NA,NA,NA,42222,"7/23/2020 9:48:24 AM"
"629",592741,"2/1/1973 12:00:00 AM","Flaxseed",10077,NA,NA,NA,NA,NA,13981,NA,NA,NA,32143,"7/23/2020 9:48:24 AM"
"630",592742,"2/1/1973 12:00:00 AM","Oats",8607,NA,NA,NA,NA,NA,3567,NA,NA,NA,4001,"7/23/2020 9:48:24 AM"
"631",592743,"2/1/1973 12:00:00 AM","Rye",2675,NA,NA,NA,NA,NA,1577,NA,NA,NA,3320,"7/23/2020 9:48:24 AM"
"632",592744,"2/1/1973 12:00:00 AM","Wheat, excluding durum",137134,NA,NA,NA,NA,NA,19054,NA,NA,NA,289875,"7/23/2020 9:48:24 AM"
"633",592745,"3/1/1973 12:00:00 AM","All grains, total",381329,NA,NA,NA,NA,NA,135995,NA,NA,NA,555536,"7/23/2020 9:48:24 AM"
"634",592746,"3/1/1973 12:00:00 AM","Barley",102966,NA,NA,NA,NA,NA,36900,NA,NA,NA,58498,"7/23/2020 9:48:24 AM"
"635",592747,"3/1/1973 12:00:00 AM","Canola (rapeseed)",19702,NA,NA,NA,NA,NA,9183,NA,NA,NA,23877,"7/23/2020 9:48:24 AM"
"636",592748,"3/1/1973 12:00:00 AM","Durum wheat",8399,NA,NA,NA,NA,NA,1943,NA,NA,NA,27852,"7/23/2020 9:48:24 AM"
"637",592749,"3/1/1973 12:00:00 AM","Flaxseed",3368,NA,NA,NA,NA,NA,6556,NA,NA,NA,13168,"7/23/2020 9:48:24 AM"
"638",592750,"3/1/1973 12:00:00 AM","Oats",13601,NA,NA,NA,NA,NA,6925,NA,NA,NA,9136,"7/23/2020 9:48:24 AM"
"639",592751,"3/1/1973 12:00:00 AM","Rye",3262,NA,NA,NA,NA,NA,1191,NA,NA,NA,2070,"7/23/2020 9:48:24 AM"
"640",592752,"3/1/1973 12:00:00 AM","Wheat, excluding durum",230031,NA,NA,NA,NA,NA,73297,NA,NA,NA,420935,"7/23/2020 9:48:24 AM"
"641",592753,"4/1/1973 12:00:00 AM","All grains, total",314131,NA,NA,NA,NA,NA,214770,NA,NA,NA,1065890,"7/23/2020 9:48:24 AM"
"642",592754,"4/1/1973 12:00:00 AM","Barley",107850,NA,NA,NA,NA,NA,75313,NA,NA,NA,133576,"7/23/2020 9:48:24 AM"
"643",592755,"4/1/1973 12:00:00 AM","Canola (rapeseed)",22766,NA,NA,NA,NA,NA,17813,NA,NA,NA,58371,"7/23/2020 9:48:24 AM"
"644",592756,"4/1/1973 12:00:00 AM","Durum wheat",16348,NA,NA,NA,NA,NA,9721,NA,NA,NA,154682,"7/23/2020 9:48:24 AM"
"645",592757,"4/1/1973 12:00:00 AM","Flaxseed",1115,NA,NA,NA,NA,NA,3129,NA,NA,NA,5479,"7/23/2020 9:48:24 AM"
"646",592758,"4/1/1973 12:00:00 AM","Oats",9045,NA,NA,NA,NA,NA,7401,NA,NA,NA,7714,"7/23/2020 9:48:24 AM"
"647",592759,"4/1/1973 12:00:00 AM","Rye",3002,NA,NA,NA,NA,NA,1191,NA,NA,NA,4196,"7/23/2020 9:48:24 AM"
"648",592760,"4/1/1973 12:00:00 AM","Wheat, excluding durum",154005,NA,NA,NA,NA,NA,100202,NA,NA,NA,701872,"7/23/2020 9:48:24 AM"
"649",592761,"5/1/1973 12:00:00 AM","All grains, total",266878,NA,NA,NA,NA,NA,107624,NA,NA,NA,680035,"7/23/2020 9:48:24 AM"
"650",592762,"5/1/1973 12:00:00 AM","Barley",99742,NA,NA,NA,NA,NA,44488,NA,NA,NA,125416,"7/23/2020 9:48:24 AM"
"651",592763,"5/1/1973 12:00:00 AM","Canola (rapeseed)",19117,NA,NA,NA,NA,NA,11274,NA,NA,NA,41615,"7/23/2020 9:48:24 AM"
"652",592764,"5/1/1973 12:00:00 AM","Durum wheat",7835,NA,NA,NA,NA,NA,4180,NA,NA,NA,90037,"7/23/2020 9:48:24 AM"
"653",592765,"5/1/1973 12:00:00 AM","Flaxseed",2405,NA,NA,NA,NA,NA,4156,NA,NA,NA,8868,"7/23/2020 9:48:24 AM"
"654",592766,"5/1/1973 12:00:00 AM","Oats",7046,NA,NA,NA,NA,NA,2622,NA,NA,NA,2844,"7/23/2020 9:48:24 AM"
"655",592767,"5/1/1973 12:00:00 AM","Rye",2510,NA,NA,NA,NA,NA,1659,NA,NA,NA,3833,"7/23/2020 9:48:24 AM"
"656",592768,"5/1/1973 12:00:00 AM","Wheat, excluding durum",128223,NA,NA,NA,NA,NA,39245,NA,NA,NA,407422,"7/23/2020 9:48:24 AM"
"657",592769,"6/1/1973 12:00:00 AM","All grains, total",379201,NA,NA,NA,NA,NA,222743,NA,NA,NA,1297681,"7/23/2020 9:48:24 AM"
"658",592770,"6/1/1973 12:00:00 AM","Barley",102374,NA,NA,NA,NA,NA,65272,NA,NA,NA,145451,"7/23/2020 9:48:24 AM"
"659",592771,"6/1/1973 12:00:00 AM","Canola (rapeseed)",55576,NA,NA,NA,NA,NA,12481,NA,NA,NA,73430,"7/23/2020 9:48:24 AM"
"660",592772,"6/1/1973 12:00:00 AM","Durum wheat",12965,NA,NA,NA,NA,NA,9980,NA,NA,NA,173978,"7/23/2020 9:48:24 AM"
"661",592773,"6/1/1973 12:00:00 AM","Flaxseed",3157,NA,NA,NA,NA,NA,7918,NA,NA,NA,17628,"7/23/2020 9:48:24 AM"
"662",592774,"6/1/1973 12:00:00 AM","Oats",8993,NA,NA,NA,NA,NA,5336,NA,NA,NA,4802,"7/23/2020 9:48:24 AM"
"663",592775,"6/1/1973 12:00:00 AM","Rye",9767,NA,NA,NA,NA,NA,4438,NA,NA,NA,20590,"7/23/2020 9:48:24 AM"
"664",592776,"6/1/1973 12:00:00 AM","Wheat, excluding durum",186369,NA,NA,NA,NA,NA,117318,NA,NA,NA,861802,"7/23/2020 9:48:24 AM"
"665",592777,"7/1/1973 12:00:00 AM","All grains, total",852614,NA,NA,NA,NA,NA,542715,NA,NA,NA,3168319,"7/23/2020 9:48:24 AM"
"666",592778,"7/1/1973 12:00:00 AM","Barley",345285,NA,NA,NA,NA,NA,250662,NA,NA,NA,513157,"7/23/2020 9:48:24 AM"
"667",592779,"7/1/1973 12:00:00 AM","Canola (rapeseed)",24870,NA,NA,NA,NA,NA,11274,NA,NA,NA,115144,"7/23/2020 9:48:24 AM"
"668",592780,"7/1/1973 12:00:00 AM","Durum wheat",35231,NA,NA,NA,NA,NA,15393,NA,NA,NA,393605,"7/23/2020 9:48:24 AM"
"669",592781,"7/1/1973 12:00:00 AM","Flaxseed",4484,NA,NA,NA,NA,NA,2743,NA,NA,NA,18873,"7/23/2020 9:48:24 AM"
"670",592782,"7/1/1973 12:00:00 AM","Oats",28472,NA,NA,NA,NA,NA,38779,NA,NA,NA,27814,"7/23/2020 9:48:24 AM"
"671",592783,"7/1/1973 12:00:00 AM","Rye",23024,NA,NA,NA,NA,NA,6183,NA,NA,NA,32757,"7/23/2020 9:48:24 AM"
"672",592784,"7/1/1973 12:00:00 AM","Wheat, excluding durum",391248,NA,NA,NA,NA,NA,217681,NA,NA,NA,2066969,"7/23/2020 9:48:24 AM"
"673",592785,"8/1/1973 12:00:00 AM","All grains, total",210429,NA,NA,NA,NA,NA,209453,NA,NA,NA,435014,"7/23/2020 9:48:24 AM"
"674",592786,"8/1/1973 12:00:00 AM","Barley",44492,NA,NA,NA,NA,NA,91283,NA,NA,NA,73053,"7/23/2020 9:48:24 AM"
"675",592787,"8/1/1973 12:00:00 AM","Canola (rapeseed)",18461,NA,NA,NA,NA,NA,9197,NA,NA,NA,23854,"7/23/2020 9:48:24 AM"
"676",592788,"8/1/1973 12:00:00 AM","Durum wheat",8772,NA,NA,NA,NA,NA,3685,NA,NA,NA,53454,"7/23/2020 9:48:24 AM"
"677",592789,"8/1/1973 12:00:00 AM","Flaxseed",2024,NA,NA,NA,NA,NA,2317,NA,NA,NA,2461,"7/23/2020 9:48:24 AM"
"678",592790,"8/1/1973 12:00:00 AM","Oats",4327,NA,NA,NA,NA,NA,20457,NA,NA,NA,4654,"7/23/2020 9:48:24 AM"
"679",592791,"8/1/1973 12:00:00 AM","Rye",23943,NA,NA,NA,NA,NA,15566,NA,NA,NA,16206,"7/23/2020 9:48:24 AM"
"680",592792,"8/1/1973 12:00:00 AM","Wheat, excluding durum",108410,NA,NA,NA,NA,NA,66948,NA,NA,NA,261332,"7/23/2020 9:48:24 AM"
"681",592793,"9/1/1973 12:00:00 AM","All grains, total",634831,NA,NA,NA,NA,NA,448565,NA,NA,NA,1518976,"7/23/2020 9:48:24 AM"
"682",592794,"9/1/1973 12:00:00 AM","Barley",198192,NA,NA,NA,NA,NA,105492,NA,NA,NA,230518,"7/23/2020 9:48:24 AM"
"683",592795,"9/1/1973 12:00:00 AM","Canola (rapeseed)",70763,NA,NA,NA,NA,NA,29164,NA,NA,NA,61913,"7/23/2020 9:48:24 AM"
"684",592796,"9/1/1973 12:00:00 AM","Durum wheat",17720,NA,NA,NA,NA,NA,6338,NA,NA,NA,165487,"7/23/2020 9:48:24 AM"
"685",592797,"9/1/1973 12:00:00 AM","Flaxseed",9180,NA,NA,NA,NA,NA,39532,NA,NA,NA,32572,"7/23/2020 9:48:24 AM"
"686",592798,"9/1/1973 12:00:00 AM","Oats",17237,NA,NA,NA,NA,NA,31284,NA,NA,NA,17643,"7/23/2020 9:48:24 AM"
"687",592799,"9/1/1973 12:00:00 AM","Rye",11697,NA,NA,NA,NA,NA,2492,NA,NA,NA,7798,"7/23/2020 9:48:24 AM"
"688",592800,"9/1/1973 12:00:00 AM","Wheat, excluding durum",310042,NA,NA,NA,NA,NA,234263,NA,NA,NA,1003045,"7/23/2020 9:48:24 AM"
"689",592801,"10/1/1973 12:00:00 AM","All grains, total",605291,NA,NA,NA,NA,NA,262376,NA,NA,NA,1157088,"7/23/2020 9:48:24 AM"
"690",592802,"10/1/1973 12:00:00 AM","Barley",184190,NA,NA,NA,NA,NA,75344,NA,NA,NA,175542,"7/23/2020 9:48:24 AM"
"691",592803,"10/1/1973 12:00:00 AM","Canola (rapeseed)",35614,NA,NA,NA,NA,NA,8870,NA,NA,NA,46502,"7/23/2020 9:48:24 AM"
"692",592804,"10/1/1973 12:00:00 AM","Durum wheat",10179,NA,NA,NA,NA,NA,2732,NA,NA,NA,66175,"7/23/2020 9:48:24 AM"
"693",592805,"10/1/1973 12:00:00 AM","Flaxseed",13092,NA,NA,NA,NA,NA,25378,NA,NA,NA,30443,"7/23/2020 9:48:24 AM"
"694",592806,"10/1/1973 12:00:00 AM","Oats",31416,NA,NA,NA,NA,NA,20168,NA,NA,NA,13599,"7/23/2020 9:48:24 AM"
"695",592807,"10/1/1973 12:00:00 AM","Rye",3960,NA,NA,NA,NA,NA,531,NA,NA,NA,1897,"7/23/2020 9:48:24 AM"
"696",592808,"10/1/1973 12:00:00 AM","Wheat, excluding durum",326840,NA,NA,NA,NA,NA,129353,NA,NA,NA,822930,"7/23/2020 9:48:24 AM"
"697",592809,"11/1/1973 12:00:00 AM","All grains, total",324546,NA,NA,NA,NA,NA,205715,NA,NA,NA,676844,"7/23/2020 9:48:24 AM"
"698",592810,"11/1/1973 12:00:00 AM","Barley",135168,NA,NA,NA,NA,NA,64538,NA,NA,NA,133204,"7/23/2020 9:48:24 AM"
"699",592811,"11/1/1973 12:00:00 AM","Canola (rapeseed)",27783,NA,NA,NA,NA,NA,8997,NA,NA,NA,33437,"7/23/2020 9:48:24 AM"
"700",592812,"11/1/1973 12:00:00 AM","Durum wheat",4295,NA,NA,NA,NA,NA,2640,NA,NA,NA,47067,"7/23/2020 9:48:24 AM"
"701",592813,"11/1/1973 12:00:00 AM","Flaxseed",4161,NA,NA,NA,NA,NA,14225,NA,NA,NA,17847,"7/23/2020 9:48:24 AM"
"702",592814,"11/1/1973 12:00:00 AM","Oats",13038,NA,NA,NA,NA,NA,21008,NA,NA,NA,12057,"7/23/2020 9:48:24 AM"
"703",592815,"11/1/1973 12:00:00 AM","Rye",1590,NA,NA,NA,NA,NA,422,NA,NA,NA,295,"7/23/2020 9:48:24 AM"
"704",592816,"11/1/1973 12:00:00 AM","Wheat, excluding durum",138511,NA,NA,NA,NA,NA,93885,NA,NA,NA,432937,"7/23/2020 9:48:24 AM"
"705",592817,"12/1/1973 12:00:00 AM","All grains, total",282855,NA,NA,NA,NA,NA,195411,NA,NA,NA,638959,"7/23/2020 9:48:24 AM"
"706",592818,"12/1/1973 12:00:00 AM","Barley",107340,NA,NA,NA,NA,NA,60632,NA,NA,NA,110049,"7/23/2020 9:48:24 AM"
"707",592819,"12/1/1973 12:00:00 AM","Canola (rapeseed)",35385,NA,NA,NA,NA,NA,13517,NA,NA,NA,44872,"7/23/2020 9:48:24 AM"
"708",592820,"12/1/1973 12:00:00 AM","Durum wheat",4776,NA,NA,NA,NA,NA,3704,NA,NA,NA,68804,"7/23/2020 9:48:24 AM"
"709",592821,"12/1/1973 12:00:00 AM","Flaxseed",3495,NA,NA,NA,NA,NA,11575,NA,NA,NA,14075,"7/23/2020 9:48:24 AM"
"710",592822,"12/1/1973 12:00:00 AM","Oats",11249,NA,NA,NA,NA,NA,15657,NA,NA,NA,12805,"7/23/2020 9:48:24 AM"
"711",592823,"12/1/1973 12:00:00 AM","Rye",3932,NA,NA,NA,NA,NA,1059,NA,NA,NA,2794,"7/23/2020 9:48:24 AM"
"712",592824,"12/1/1973 12:00:00 AM","Wheat, excluding durum",116678,NA,NA,NA,NA,NA,89267,NA,NA,NA,385560,"7/23/2020 9:48:24 AM"
"713",592825,"1/1/1974 12:00:00 AM","All grains, total",370311,NA,NA,NA,NA,NA,193999,NA,NA,NA,380708,"7/23/2020 9:48:24 AM"
"714",592826,"1/1/1974 12:00:00 AM","Barley",75934,NA,NA,NA,NA,NA,20113,NA,NA,NA,42652,"7/23/2020 9:48:24 AM"
"715",592827,"1/1/1974 12:00:00 AM","Canola (rapeseed)",54365,NA,NA,NA,NA,NA,21716,NA,NA,NA,51864,"7/23/2020 9:48:24 AM"
"716",592828,"1/1/1974 12:00:00 AM","Durum wheat",7283,NA,NA,NA,NA,NA,1200,NA,NA,NA,18781,"7/23/2020 9:48:24 AM"
"717",592829,"1/1/1974 12:00:00 AM","Flaxseed",6985,NA,NA,NA,NA,NA,15238,NA,NA,NA,13722,"7/23/2020 9:48:24 AM"
"718",592830,"1/1/1974 12:00:00 AM","Oats",11707,NA,NA,NA,NA,NA,13672,NA,NA,NA,7825,"7/23/2020 9:48:24 AM"
"719",592831,"1/1/1974 12:00:00 AM","Rye",9071,NA,NA,NA,NA,NA,2230,NA,NA,NA,4623,"7/23/2020 9:48:24 AM"
"720",592832,"1/1/1974 12:00:00 AM","Wheat, excluding durum",204966,NA,NA,NA,NA,NA,119830,NA,NA,NA,241241,"7/23/2020 9:48:24 AM"
"721",592833,"2/1/1974 12:00:00 AM","All grains, total",466268,NA,NA,NA,NA,NA,180790,NA,NA,NA,680248,"7/23/2020 9:48:24 AM"
"722",592834,"2/1/1974 12:00:00 AM","Barley",104482,NA,NA,NA,NA,NA,22824,NA,NA,NA,62354,"7/23/2020 9:48:24 AM"
"723",592835,"2/1/1974 12:00:00 AM","Canola (rapeseed)",38918,NA,NA,NA,NA,NA,10895,NA,NA,NA,40077,"7/23/2020 9:48:24 AM"
"724",592836,"2/1/1974 12:00:00 AM","Durum wheat",6845,NA,NA,NA,NA,NA,920,NA,NA,NA,33366,"7/23/2020 9:48:24 AM"
"725",592837,"2/1/1974 12:00:00 AM","Flaxseed",2952,NA,NA,NA,NA,NA,6838,NA,NA,NA,11240,"7/23/2020 9:48:24 AM"
"726",592838,"2/1/1974 12:00:00 AM","Oats",13885,NA,NA,NA,NA,NA,13610,NA,NA,NA,11707,"7/23/2020 9:48:24 AM"
"727",592839,"2/1/1974 12:00:00 AM","Rye",4580,NA,NA,NA,NA,NA,1039,NA,NA,NA,1331,"7/23/2020 9:48:24 AM"
"728",592840,"2/1/1974 12:00:00 AM","Wheat, excluding durum",294606,NA,NA,NA,NA,NA,124664,NA,NA,NA,520173,"7/23/2020 9:48:24 AM"
"729",592841,"3/1/1974 12:00:00 AM","All grains, total",484391,NA,NA,NA,NA,NA,292409,NA,NA,NA,871975,"7/23/2020 9:48:24 AM"
"730",592842,"3/1/1974 12:00:00 AM","Barley",151118,NA,NA,NA,NA,NA,48448,NA,NA,NA,105124,"7/23/2020 9:48:24 AM"
"731",592843,"3/1/1974 12:00:00 AM","Canola (rapeseed)",27485,NA,NA,NA,NA,NA,10657,NA,NA,NA,34160,"7/23/2020 9:48:24 AM"
"732",592844,"3/1/1974 12:00:00 AM","Durum wheat",11409,NA,NA,NA,NA,NA,2629,NA,NA,NA,46443,"7/23/2020 9:48:24 AM"
"733",592845,"3/1/1974 12:00:00 AM","Flaxseed",1877,NA,NA,NA,NA,NA,7239,NA,NA,NA,8532,"7/23/2020 9:48:24 AM"
"734",592846,"3/1/1974 12:00:00 AM","Oats",14395,NA,NA,NA,NA,NA,17248,NA,NA,NA,12290,"7/23/2020 9:48:24 AM"
"735",592847,"3/1/1974 12:00:00 AM","Rye",3396,NA,NA,NA,NA,NA,1494,NA,NA,NA,1397,"7/23/2020 9:48:24 AM"
"736",592848,"3/1/1974 12:00:00 AM","Wheat, excluding durum",274711,NA,NA,NA,NA,NA,204694,NA,NA,NA,664029,"7/23/2020 9:48:24 AM"
"737",592849,"4/1/1974 12:00:00 AM","All grains, total",238696,NA,NA,NA,NA,NA,200216,NA,NA,NA,526959,"7/23/2020 9:48:24 AM"
"738",592850,"4/1/1974 12:00:00 AM","Barley",86389,NA,NA,NA,NA,NA,42282,NA,NA,NA,73724,"7/23/2020 9:48:24 AM"
"739",592851,"4/1/1974 12:00:00 AM","Canola (rapeseed)",6863,NA,NA,NA,NA,NA,4949,NA,NA,NA,8407,"7/23/2020 9:48:24 AM"
"740",592852,"4/1/1974 12:00:00 AM","Durum wheat",6654,NA,NA,NA,NA,NA,5146,NA,NA,NA,51492,"7/23/2020 9:48:24 AM"
"741",592853,"4/1/1974 12:00:00 AM","Flaxseed",2151,NA,NA,NA,NA,NA,3546,NA,NA,NA,2845,"7/23/2020 9:48:24 AM"
"742",592854,"4/1/1974 12:00:00 AM","Oats",9091,NA,NA,NA,NA,NA,11758,NA,NA,NA,7261,"7/23/2020 9:48:24 AM"
"743",592855,"4/1/1974 12:00:00 AM","Rye",1252,NA,NA,NA,NA,NA,559,NA,NA,NA,843,"7/23/2020 9:48:24 AM"
"744",592856,"4/1/1974 12:00:00 AM","Wheat, excluding durum",126296,NA,NA,NA,NA,NA,131976,NA,NA,NA,382387,"7/23/2020 9:48:24 AM"
"745",592857,"5/1/1974 12:00:00 AM","All grains, total",268370,NA,NA,NA,NA,NA,146265,NA,NA,NA,884452,"7/23/2020 9:48:24 AM"
"746",592858,"5/1/1974 12:00:00 AM","Barley",93748,NA,NA,NA,NA,NA,53610,NA,NA,NA,151392,"7/23/2020 9:48:24 AM"
"747",592859,"5/1/1974 12:00:00 AM","Canola (rapeseed)",11798,NA,NA,NA,NA,NA,4116,NA,NA,NA,12190,"7/23/2020 9:48:24 AM"
"748",592860,"5/1/1974 12:00:00 AM","Durum wheat",5081,NA,NA,NA,NA,NA,3628,NA,NA,NA,91112,"7/23/2020 9:48:24 AM"
"749",592861,"5/1/1974 12:00:00 AM","Flaxseed",1209,NA,NA,NA,NA,NA,4976,NA,NA,NA,6409,"7/23/2020 9:48:24 AM"
"750",592862,"5/1/1974 12:00:00 AM","Oats",10539,NA,NA,NA,NA,NA,7854,NA,NA,NA,9984,"7/23/2020 9:48:24 AM"
"751",592863,"5/1/1974 12:00:00 AM","Rye",1793,NA,NA,NA,NA,NA,368,NA,NA,NA,1222,"7/23/2020 9:48:24 AM"
"752",592864,"5/1/1974 12:00:00 AM","Wheat, excluding durum",144202,NA,NA,NA,NA,NA,71713,NA,NA,NA,612143,"7/23/2020 9:48:24 AM"
"753",592865,"6/1/1974 12:00:00 AM","All grains, total",770002,NA,NA,NA,NA,NA,379566,NA,NA,NA,2514740,"7/23/2020 9:48:24 AM"
"754",592866,"6/1/1974 12:00:00 AM","Barley",234298,NA,NA,NA,NA,NA,146775,NA,NA,NA,358579,"7/23/2020 9:48:24 AM"
"755",592867,"6/1/1974 12:00:00 AM","Canola (rapeseed)",27050,NA,NA,NA,NA,NA,8344,NA,NA,NA,30878,"7/23/2020 9:48:24 AM"
"756",592868,"6/1/1974 12:00:00 AM","Durum wheat",15717,NA,NA,NA,NA,NA,8567,NA,NA,NA,327212,"7/23/2020 9:48:24 AM"
"757",592869,"6/1/1974 12:00:00 AM","Flaxseed",2510,NA,NA,NA,NA,NA,6780,NA,NA,NA,8654,"7/23/2020 9:48:24 AM"
"758",592870,"6/1/1974 12:00:00 AM","Oats",21585,NA,NA,NA,NA,NA,16112,NA,NA,NA,21852,"7/23/2020 9:48:24 AM"
"759",592871,"6/1/1974 12:00:00 AM","Rye",5525,NA,NA,NA,NA,NA,2136,NA,NA,NA,6719,"7/23/2020 9:48:24 AM"
"760",592872,"6/1/1974 12:00:00 AM","Wheat, excluding durum",463317,NA,NA,NA,NA,NA,190852,NA,NA,NA,1760846,"7/23/2020 9:48:24 AM"
"761",592873,"7/1/1974 12:00:00 AM","All grains, total",1122176,NA,NA,NA,NA,NA,511573,NA,NA,NA,2611449,"7/23/2020 9:48:24 AM"
"762",592874,"7/1/1974 12:00:00 AM","Barley",449111,NA,NA,NA,NA,NA,271613,NA,NA,NA,734036,"7/23/2020 9:48:24 AM"
"763",592875,"7/1/1974 12:00:00 AM","Canola (rapeseed)",40014,NA,NA,NA,NA,NA,14789,NA,NA,NA,65549,"7/23/2020 9:48:24 AM"
"764",592876,"7/1/1974 12:00:00 AM","Durum wheat",20273,NA,NA,NA,NA,NA,6646,NA,NA,NA,165647,"7/23/2020 9:48:24 AM"
"765",592877,"7/1/1974 12:00:00 AM","Flaxseed",6246,NA,NA,NA,NA,NA,18771,NA,NA,NA,30177,"7/23/2020 9:48:24 AM"
"766",592878,"7/1/1974 12:00:00 AM","Oats",46121,NA,NA,NA,NA,NA,27968,NA,NA,NA,60921,"7/23/2020 9:48:24 AM"
"767",592879,"7/1/1974 12:00:00 AM","Rye",20509,NA,NA,NA,NA,NA,7437,NA,NA,NA,17476,"7/23/2020 9:48:24 AM"
"768",592880,"7/1/1974 12:00:00 AM","Wheat, excluding durum",539902,NA,NA,NA,NA,NA,164349,NA,NA,NA,1537643,"7/23/2020 9:48:24 AM"
"769",592881,"8/1/1974 12:00:00 AM","All grains, total",17960,NA,NA,NA,NA,NA,14575,NA,NA,NA,35870,"7/23/2020 9:48:24 AM"
"770",592882,"8/1/1974 12:00:00 AM","Barley",8511,NA,NA,NA,NA,NA,5310,NA,NA,NA,8334,"7/23/2020 9:48:24 AM"
"771",592883,"8/1/1974 12:00:00 AM","Canola (rapeseed)",2118,NA,NA,NA,NA,NA,1565,NA,NA,NA,4611,"7/23/2020 9:48:24 AM"
"772",592884,"8/1/1974 12:00:00 AM","Durum wheat",152,NA,NA,NA,NA,NA,76,NA,NA,NA,585,"7/23/2020 9:48:24 AM"
"773",592885,"8/1/1974 12:00:00 AM","Flaxseed",551,NA,NA,NA,NA,NA,1849,NA,NA,NA,1047,"7/23/2020 9:48:24 AM"
"774",592886,"8/1/1974 12:00:00 AM","Oats",163,NA,NA,NA,NA,NA,1278,NA,NA,NA,1729,"7/23/2020 9:48:24 AM"
"775",592887,"8/1/1974 12:00:00 AM","Rye",4603,NA,NA,NA,NA,NA,3038,NA,NA,NA,12480,"7/23/2020 9:48:24 AM"
"776",592888,"8/1/1974 12:00:00 AM","Wheat, excluding durum",1862,NA,NA,NA,NA,NA,1459,NA,NA,NA,7084,"7/23/2020 9:48:24 AM"
"777",592889,"9/1/1974 12:00:00 AM","All grains, total",586203,NA,NA,NA,NA,NA,206096,NA,NA,NA,787194,"7/23/2020 9:48:24 AM"
"778",592890,"9/1/1974 12:00:00 AM","Barley",177180,NA,NA,NA,NA,NA,51426,NA,NA,NA,118973,"7/23/2020 9:48:24 AM"
"779",592891,"9/1/1974 12:00:00 AM","Canola (rapeseed)",78388,NA,NA,NA,NA,NA,26131,NA,NA,NA,82558,"7/23/2020 9:48:24 AM"
"780",592892,"9/1/1974 12:00:00 AM","Durum wheat",27730,NA,NA,NA,NA,NA,4787,NA,NA,NA,132708,"7/23/2020 9:48:24 AM"
"781",592893,"9/1/1974 12:00:00 AM","Flaxseed",7397,NA,NA,NA,NA,NA,7326,NA,NA,NA,5858,"7/23/2020 9:48:24 AM"
"782",592894,"9/1/1974 12:00:00 AM","Oats",14579,NA,NA,NA,NA,NA,20764,NA,NA,NA,14002,"7/23/2020 9:48:24 AM"
"783",592895,"9/1/1974 12:00:00 AM","Rye",47937,NA,NA,NA,NA,NA,13531,NA,NA,NA,26966,"7/23/2020 9:48:24 AM"
"784",592896,"9/1/1974 12:00:00 AM","Wheat, excluding durum",232992,NA,NA,NA,NA,NA,82131,NA,NA,NA,406129,"7/23/2020 9:48:24 AM"
"785",592897,"10/1/1974 12:00:00 AM","All grains, total",427380,NA,NA,NA,NA,NA,240031,NA,NA,NA,752375,"7/23/2020 9:48:24 AM"
"786",592898,"10/1/1974 12:00:00 AM","Barley",136054,NA,NA,NA,NA,NA,54810,NA,NA,NA,122457,"7/23/2020 9:48:24 AM"
