"","Id","When","Cal","Alberta","Canada","BritishColumbia","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"151",158879,"3/1/1989 12:00:00 AM","Slaughter, calves",93.67,NA,91.1,102.31,92.17,91.54,91.54,89.88,96.25,108.53,95.98,"8/7/2020 9:11:43 AM"
"152",158880,"3/1/1989 12:00:00 AM","Slaughter, cattle",77.07,NA,72.51,80.02,63.85,74.98,75.71,83.33,79.31,51.82,80.12,"8/7/2020 9:11:43 AM"
"153",158881,"3/1/1989 12:00:00 AM","Hogs",50.25,NA,56.5,51.84,58.39,56.07,64.39,56.52,57.06,60.32,52.71,"8/7/2020 9:11:43 AM"
"154",158882,"4/1/1989 12:00:00 AM","Slaughter, calves",93.77,NA,93.09,98.85,91.25,85.28,85.28,91.02,95.14,107.69,93.47,"8/7/2020 9:11:43 AM"
"155",158883,"4/1/1989 12:00:00 AM","Slaughter, cattle",77.39,NA,69.62,78.45,70.24,69.13,76.24,84.44,76.5,56.01,77.1,"8/7/2020 9:11:43 AM"
"156",158884,"4/1/1989 12:00:00 AM","Hogs",50.69,NA,55.11,50.48,56.32,59.82,55.55,55.97,56.5,59.87,50.21,"8/7/2020 9:11:43 AM"
"157",158885,"5/1/1989 12:00:00 AM","Slaughter, calves",95.54,NA,94.32,96.28,92.12,93.25,93.25,92.7,97.58,116.27,97.32,"8/7/2020 9:11:43 AM"
"158",158886,"5/1/1989 12:00:00 AM","Slaughter, cattle",77.2,NA,70.79,77.23,68.91,70.29,76.18,86.15,73,53.55,77.19,"8/7/2020 9:11:43 AM"
"159",158887,"5/1/1989 12:00:00 AM","Hogs",56.95,NA,60.3,54.94,62.76,65.68,60.76,61.55,61.74,61.69,54.5,"8/7/2020 9:11:43 AM"
"160",158888,"6/1/1989 12:00:00 AM","Slaughter, calves",95.54,NA,88.94,103.56,89.82,86.25,86.25,92.89,95.71,121.32,95.29,"8/7/2020 9:11:43 AM"
"161",158889,"6/1/1989 12:00:00 AM","Slaughter, cattle",74.46,NA,65.2,78.02,69.61,68.67,75,85.56,75.68,54.16,76.09,"8/7/2020 9:11:43 AM"
"162",158890,"6/1/1989 12:00:00 AM","Hogs",63.8,NA,66.77,61.52,68.8,71.6,67.95,67.67,67.66,68.26,60.95,"8/7/2020 9:11:43 AM"
"163",158891,"7/1/1989 12:00:00 AM","Slaughter, calves",93.58,NA,92.19,101.58,94.18,87.44,87.44,95.96,98,108.22,93.49,"8/7/2020 9:11:43 AM"
"164",158892,"7/1/1989 12:00:00 AM","Slaughter, cattle",76.21,NA,68.35,79.49,70.93,82,78.93,83.2,73,61.49,77.53,"8/7/2020 9:11:43 AM"
"165",158893,"7/1/1989 12:00:00 AM","Hogs",65.08,NA,69.89,63.94,72.18,74.21,69.63,71.4,71.32,71.93,63.42,"8/7/2020 9:11:43 AM"
"166",158894,"8/1/1989 12:00:00 AM","Slaughter, calves",92.18,NA,91.09,99.62,92.28,84.78,84.78,92.04,97.57,104.79,97.74,"8/7/2020 9:11:43 AM"
"167",158895,"8/1/1989 12:00:00 AM","Slaughter, cattle",75.42,NA,66.67,76.69,66.89,73.45,71.95,85.37,75.6,58.93,74.72,"8/7/2020 9:11:43 AM"
"168",158896,"8/1/1989 12:00:00 AM","Hogs",63.81,NA,70.84,65.52,75.4,73.57,73.87,72.4,73.07,73.25,63.46,"8/7/2020 9:11:43 AM"
"169",158897,"9/1/1989 12:00:00 AM","Slaughter, calves",96.63,NA,93.16,101.14,96.42,87.39,87.39,89.35,98.36,105.9,98.67,"8/7/2020 9:11:43 AM"
"170",158898,"9/1/1989 12:00:00 AM","Slaughter, cattle",76.83,NA,71.14,75.17,71.62,71.75,72.72,83.45,74.46,57.25,77.83,"8/7/2020 9:11:43 AM"
"171",158899,"9/1/1989 12:00:00 AM","Hogs",61.12,NA,65.3,61.05,71.37,71.87,69.35,66.11,66.44,66.16,59.92,"8/7/2020 9:11:43 AM"
"172",158900,"10/1/1989 12:00:00 AM","Slaughter, calves",96.52,NA,94.61,102.28,87.6,89,89,88.23,101.17,95.32,101.64,"8/7/2020 9:11:43 AM"
"173",158901,"10/1/1989 12:00:00 AM","Slaughter, cattle",76.45,NA,69.85,75.99,68.13,71.5,76.57,82.36,74.99,57.54,78.67,"8/7/2020 9:11:43 AM"
"174",158902,"10/1/1989 12:00:00 AM","Hogs",62.97,NA,67.89,63.47,71.86,68.53,68.36,69.17,69.4,71.9,62.99,"8/7/2020 9:11:43 AM"
"175",158903,"11/1/1989 12:00:00 AM","Slaughter, calves",95.46,NA,90.79,99.48,84.55,87.03,87.03,93.09,98.92,94.26,100.71,"8/7/2020 9:11:43 AM"
"176",158904,"11/1/1989 12:00:00 AM","Slaughter, cattle",74.9,NA,65.96,78.31,68.91,74.62,70.31,83.85,74.22,54.74,78.17,"8/7/2020 9:11:43 AM"
"177",158905,"11/1/1989 12:00:00 AM","Hogs",61.03,NA,65.89,61.31,73.43,70.48,66.64,67.98,68.76,71.26,60.69,"8/7/2020 9:11:43 AM"
"178",158906,"12/1/1989 12:00:00 AM","Slaughter, calves",96.79,NA,88.43,97.44,89.53,84.59,84.59,94.4,96.94,106.92,96.96,"8/7/2020 9:11:43 AM"
"179",158907,"12/1/1989 12:00:00 AM","Slaughter, cattle",76.69,NA,66.68,75.7,69.23,84.25,74.97,87.15,72.95,54.6,80.62,"8/7/2020 9:11:43 AM"
"180",158908,"12/1/1989 12:00:00 AM","Hogs",62.39,NA,64.19,60.66,72.52,66.49,69.18,63.78,66.43,64.51,58.93,"8/7/2020 9:11:43 AM"
"181",158909,"1/1/1990 12:00:00 AM","Slaughter, calves",94.19,NA,93.48,97.22,90.87,90.12,90.12,91.03,94.88,107.03,99.08,"8/7/2020 9:11:43 AM"
"182",158910,"1/1/1990 12:00:00 AM","Slaughter, cattle",75.27,NA,69.54,80.05,67.86,82.45,76.14,83.14,78.1,55.85,77.05,"8/7/2020 9:11:43 AM"
"183",158911,"1/1/1990 12:00:00 AM","Hogs",57.24,NA,62.7,56.5,62.48,61.36,61.76,58.08,59.52,57.86,55.7,"8/7/2020 9:11:43 AM"
"184",158912,"2/1/1990 12:00:00 AM","Slaughter, calves",94.92,NA,94.48,99.91,93.92,89.21,89.21,91.81,99.24,69.64,97.13,"8/7/2020 9:11:43 AM"
"185",158913,"2/1/1990 12:00:00 AM","Slaughter, cattle",77.69,NA,70.36,79.92,74.29,68.34,75.52,84.23,75.02,58.52,78.66,"8/7/2020 9:11:43 AM"
"186",158914,"2/1/1990 12:00:00 AM","Hogs",62.45,NA,66.99,63.19,66.02,67.62,64.96,63.89,65.56,64.45,62.56,"8/7/2020 9:11:43 AM"
"187",158915,"3/1/1990 12:00:00 AM","Slaughter, calves",94.77,NA,93.08,97.86,93.54,90.12,90.12,91.82,100,98.02,94.67,"8/7/2020 9:11:43 AM"
"188",158916,"3/1/1990 12:00:00 AM","Slaughter, cattle",78.51,NA,66.88,81.57,71.61,67.43,74.21,84.54,82.92,56.27,79.74,"8/7/2020 9:11:43 AM"
"189",158917,"3/1/1990 12:00:00 AM","Hogs",67.79,NA,69.22,64.4,70.38,70.21,70.13,68.39,69.82,69.22,64.8,"8/7/2020 9:11:43 AM"
"190",158918,"4/1/1990 12:00:00 AM","Slaughter, calves",95.4,NA,97.43,98.68,89.68,93.25,93.25,89.65,95.92,103.86,95.21,"8/7/2020 9:11:43 AM"
"191",158919,"4/1/1990 12:00:00 AM","Slaughter, cattle",76.84,NA,70.25,82.69,68.55,74.89,74.93,83.43,78.18,57.17,77.75,"8/7/2020 9:11:43 AM"
"192",158920,"4/1/1990 12:00:00 AM","Hogs",69.59,NA,75.07,68.59,72.54,91.59,71.03,72,73.67,72.62,70.91,"8/7/2020 9:11:43 AM"
"193",158921,"5/1/1990 12:00:00 AM","Slaughter, calves",97.85,NA,95.41,98.91,96.09,88.55,88.55,92.28,94,113.32,98.61,"8/7/2020 9:11:43 AM"
"194",158922,"5/1/1990 12:00:00 AM","Slaughter, cattle",76.22,NA,72.85,79.38,68.45,73.08,82.15,83.1,74.95,59.77,76.98,"8/7/2020 9:11:43 AM"
"195",158923,"5/1/1990 12:00:00 AM","Hogs",78.83,NA,87.39,80.33,82.03,95.46,79.28,83.11,83.83,83.98,81.86,"8/7/2020 9:11:43 AM"
"196",158924,"6/1/1990 12:00:00 AM","Slaughter, calves",95.3,NA,88,102.35,94.27,90.29,90.29,94.58,101.67,121.74,98.07,"8/7/2020 9:11:43 AM"
"197",158925,"6/1/1990 12:00:00 AM","Slaughter, cattle",74.41,NA,74.36,78.85,67.02,69.69,81.95,85.32,74.2,61.97,80.13,"8/7/2020 9:11:43 AM"
"198",158926,"6/1/1990 12:00:00 AM","Hogs",83.32,NA,90.55,85.39,91.9,96.58,92.14,90.37,91.85,89.15,85.09,"8/7/2020 9:11:43 AM"
"199",158927,"7/1/1990 12:00:00 AM","Slaughter, calves",98.78,NA,96.11,103.44,102.42,94.4,94.4,94.97,94,106.98,97.44,"8/7/2020 9:11:43 AM"
"200",158928,"7/1/1990 12:00:00 AM","Slaughter, cattle",76.13,NA,69.49,80.79,70.75,60.42,80.44,82.35,77.86,61.2,81.39,"8/7/2020 9:11:43 AM"
"201",158929,"7/1/1990 12:00:00 AM","Hogs",82.74,NA,88.42,82.61,87.25,96.65,87.08,86.89,87.73,86.29,83.38,"8/7/2020 9:11:43 AM"
"202",158930,"8/1/1990 12:00:00 AM","Slaughter, calves",95.61,NA,91.15,103.05,93.09,93.88,93.88,92.39,98.33,110.09,99.56,"8/7/2020 9:11:43 AM"
"203",158931,"8/1/1990 12:00:00 AM","Slaughter, cattle",77.64,NA,74.46,78.51,70.58,57.26,76.1,84.33,75,59.1,81.21,"8/7/2020 9:11:43 AM"
"204",158932,"8/1/1990 12:00:00 AM","Hogs",72.5,NA,84.27,78.57,87.8,94.02,87.99,83.58,85.54,83.77,80.89,"8/7/2020 9:11:43 AM"
"205",158933,"9/1/1990 12:00:00 AM","Slaughter, calves",98.28,NA,91.98,104.97,100.77,93.44,93.44,90.31,100,105.97,98.59,"8/7/2020 9:11:43 AM"
"206",158934,"9/1/1990 12:00:00 AM","Slaughter, cattle",77.05,NA,76.69,79.61,70,68.84,78.2,79.82,76.12,56.64,80.17,"8/7/2020 9:11:43 AM"
"207",158935,"9/1/1990 12:00:00 AM","Hogs",72.36,NA,77.98,71.98,77.78,91.89,78.55,77.23,79.07,76.5,73.96,"8/7/2020 9:11:43 AM"
"208",158936,"10/1/1990 12:00:00 AM","Slaughter, calves",100.54,NA,95.62,105.56,90.54,91.42,91.42,91.68,102.5,103.09,100.14,"8/7/2020 9:11:43 AM"
"209",158937,"10/1/1990 12:00:00 AM","Slaughter, cattle",77.33,NA,73.09,81.68,70.32,82.85,78.25,82.53,77.91,56.89,82.54,"8/7/2020 9:11:43 AM"
"210",158938,"10/1/1990 12:00:00 AM","Hogs",76.94,NA,81.76,75.62,81.9,81.47,81.93,77.34,78.73,76.7,77.97,"8/7/2020 9:11:43 AM"
"211",158939,"11/1/1990 12:00:00 AM","Slaughter, calves",100.2,NA,92.87,106.02,90.35,86.36,86.36,90.03,100,92.23,103.86,"8/7/2020 9:11:43 AM"
"212",158940,"11/1/1990 12:00:00 AM","Slaughter, cattle",77.51,NA,65.97,81.59,71.12,76.65,73.98,85.98,74.71,56.91,78.75,"8/7/2020 9:11:43 AM"
"213",158941,"11/1/1990 12:00:00 AM","Hogs",68.97,NA,75.25,68.59,76.07,77.04,76.98,74.41,76.04,73.72,69.38,"8/7/2020 9:11:43 AM"
"214",158942,"12/1/1990 12:00:00 AM","Slaughter, calves",99.08,NA,87.42,103.81,87.27,81.5,81.5,90.17,96.67,93.88,103.18,"8/7/2020 9:11:43 AM"
"215",158943,"12/1/1990 12:00:00 AM","Slaughter, cattle",77.62,NA,62.92,82.02,65.46,74.47,74.25,84.86,81.17,54.31,83.05,"8/7/2020 9:11:43 AM"
"216",158944,"12/1/1990 12:00:00 AM","Hogs",65.59,NA,71.98,66.2,72.15,73.96,73.68,70.47,71.66,69.88,65.73,"8/7/2020 9:11:43 AM"
"217",158945,"1/1/1991 12:00:00 AM","Slaughter, calves",97.1,NA,89.98,106.44,87.5,91.11,91.11,90.5,96,109.51,96.46,"8/7/2020 9:11:43 AM"
"218",158946,"1/1/1991 12:00:00 AM","Slaughter, cattle",77.06,NA,67.57,83.14,64.9,80.27,83.29,85.81,75.42,60.63,82.38,"8/7/2020 9:11:43 AM"
"219",158947,"1/1/1991 12:00:00 AM","Hogs",64.92,NA,71.24,64.77,68.24,94.37,71.43,69.35,69.39,69.02,64.46,"8/7/2020 9:11:43 AM"
"220",158948,"2/1/1991 12:00:00 AM","Slaughter, calves",97.94,NA,90.07,101.88,84.86,89.71,89.71,88.33,95,109.53,99.29,"8/7/2020 9:11:43 AM"
"221",158949,"2/1/1991 12:00:00 AM","Slaughter, cattle",76.79,NA,68.82,79.25,68.76,72.7,82.58,81.66,77.72,61.68,79.71,"8/7/2020 9:11:43 AM"
"222",158950,"2/1/1991 12:00:00 AM","Hogs",69.46,NA,75.05,69.73,74.34,93.29,76.75,74.25,75.46,74.6,70.12,"8/7/2020 9:11:43 AM"
"223",158951,"3/1/1991 12:00:00 AM","Slaughter, calves",99.46,NA,92.45,105.25,91.44,84.22,84.22,91.78,100,110.33,98.89,"8/7/2020 9:11:43 AM"
"224",158952,"3/1/1991 12:00:00 AM","Slaughter, cattle",79.12,NA,73.38,82.3,67.87,76.01,77.22,81.36,76.38,60,83.69,"8/7/2020 9:11:43 AM"
"225",158953,"3/1/1991 12:00:00 AM","Hogs",67.38,NA,73.03,67.42,71.54,92.54,73.81,71.54,73.51,71.27,68.6,"8/7/2020 9:11:43 AM"
"226",158954,"4/1/1991 12:00:00 AM","Slaughter, calves",99.29,NA,92.98,104.86,92,94.1,94.1,91.88,97.5,114.43,104.31,"8/7/2020 9:11:43 AM"
"227",158955,"4/1/1991 12:00:00 AM","Slaughter, cattle",79.64,NA,72.18,82.42,68.1,71.86,78.32,82.34,76.65,62.38,82.56,"8/7/2020 9:11:43 AM"
"228",158956,"4/1/1991 12:00:00 AM","Hogs",67.4,NA,72.99,67.27,72.38,90.51,71.37,70.94,72.67,69.16,68.64,"8/7/2020 9:11:43 AM"
"229",158957,"5/1/1991 12:00:00 AM","Slaughter, calves",101.63,NA,92.87,106.27,100.47,96.1,96.1,101.46,98.33,116.75,103.18,"8/7/2020 9:11:43 AM"
"230",158958,"5/1/1991 12:00:00 AM","Slaughter, cattle",80.32,NA,78.02,82.54,69.35,77.08,80.56,86.65,81.4,65.65,82.23,"8/7/2020 9:11:43 AM"
"231",158959,"5/1/1991 12:00:00 AM","Hogs",71.7,NA,76.9,71.76,76.09,90.93,75.66,74.99,76.9,73.24,72.99,"8/7/2020 9:11:43 AM"
"232",158960,"6/1/1991 12:00:00 AM","Slaughter, calves",99,NA,94,106.3,99,99,99,103,101,115.45,103.2,"8/7/2020 9:11:43 AM"
"233",158961,"6/1/1991 12:00:00 AM","Slaughter, cattle",77,NA,76,82,67.5,75.54,79,87.5,79,66.48,82,"8/7/2020 9:11:43 AM"
"234",158962,"6/1/1991 12:00:00 AM","Hogs",73.03,NA,78.73,72.51,81.58,93.12,81.36,79.1,80.64,76.38,72.7,"8/7/2020 9:11:43 AM"
"235",158963,"7/1/1991 12:00:00 AM","Slaughter, calves",97.58,NA,98.12,106.4,97.67,95,95,93.79,98,111.35,103.22,"8/7/2020 9:11:43 AM"
"236",158964,"7/1/1991 12:00:00 AM","Slaughter, cattle",75.73,NA,71.98,81.44,65.71,74.61,76.78,83.44,75.51,65.9,81.18,"8/7/2020 9:11:43 AM"
"237",158965,"7/1/1991 12:00:00 AM","Hogs",70.92,NA,75.47,68.3,75.58,89.41,75.4,73.53,75.62,71.19,69.28,"8/7/2020 9:11:43 AM"
"238",158966,"8/1/1991 12:00:00 AM","Slaughter, calves",99.69,NA,94.21,99.94,87.54,82.73,82.73,88.83,96.67,113.47,101.94,"8/7/2020 9:11:43 AM"
"239",158967,"8/1/1991 12:00:00 AM","Slaughter, cattle",73.53,NA,71.62,79.1,70.13,69.3,67.85,83.72,78.75,58.02,79.37,"8/7/2020 9:11:43 AM"
"240",158968,"8/1/1991 12:00:00 AM","Hogs",68.11,NA,72.68,67.39,75.93,88.47,74.16,71.51,75.07,69.85,67.49,"8/7/2020 9:11:43 AM"
"241",158969,"9/1/1991 12:00:00 AM","Slaughter, calves",99.71,NA,94.1,102.46,92.67,97.62,97.62,89.05,93.33,115.32,98.91,"8/7/2020 9:11:43 AM"
"242",158970,"9/1/1991 12:00:00 AM","Slaughter, cattle",77.83,NA,69.47,79.05,67.31,68.41,71.79,80.83,73.86,59.36,79.21,"8/7/2020 9:11:43 AM"
"243",158971,"9/1/1991 12:00:00 AM","Hogs",59.49,NA,64.48,58.59,66.61,85.68,64.98,63.5,66.26,62.1,59.05,"8/7/2020 9:11:43 AM"
"244",158972,"10/1/1991 12:00:00 AM","Slaughter, calves",97.91,NA,95.36,104.43,92.9,91.17,91.17,91.85,81,115.58,96.31,"8/7/2020 9:11:43 AM"
"245",158973,"10/1/1991 12:00:00 AM","Slaughter, cattle",75.23,NA,72.19,75.24,68.54,66.31,69.29,79.21,70.31,54.72,78.35,"8/7/2020 9:11:43 AM"
"246",158974,"10/1/1991 12:00:00 AM","Hogs",58.25,NA,63.02,57.39,67.08,81.68,63.75,61.08,65.64,60.1,58.5,"8/7/2020 9:11:43 AM"
"247",158975,"11/1/1991 12:00:00 AM","Slaughter, calves",91.78,NA,91.87,99.37,88.66,86.06,86.06,89.36,100.5,115.32,95.45,"8/7/2020 9:11:43 AM"
"248",158976,"11/1/1991 12:00:00 AM","Slaughter, cattle",72.82,NA,64.4,72.69,66.16,75.95,71.91,76.84,71.4,53.2,72.94,"8/7/2020 9:11:43 AM"
"249",158977,"11/1/1991 12:00:00 AM","Hogs",50.35,NA,55.33,49.85,56.72,86.43,56.46,54.69,56.11,54.23,49.75,"8/7/2020 9:11:43 AM"
"250",158978,"12/1/1991 12:00:00 AM","Slaughter, calves",96.6,NA,93.97,100.05,98.46,82.34,82.34,97.74,97.29,114.13,95,"8/7/2020 9:11:43 AM"
"251",158979,"12/1/1991 12:00:00 AM","Slaughter, cattle",66.73,NA,66.66,68.5,58.12,62.82,57.39,70.93,64.53,52.8,65.29,"8/7/2020 9:11:43 AM"
"252",158980,"12/1/1991 12:00:00 AM","Hogs",50.15,NA,54.94,49.29,56.67,83.72,55.5,53.59,56.19,52.48,49.09,"8/7/2020 9:11:43 AM"
"253",158981,"1/1/1992 12:00:00 AM","Slaughter, calves",98.6,NA,86.59,100,96.61,96.25,85.04,93.33,91.42,114.47,96.25,"8/7/2020 9:11:43 AM"
"254",158982,"1/1/1992 12:00:00 AM","Slaughter, cattle",72.13,NA,67.1,69.6,60.01,56.3,56.3,74.39,65.67,53.67,65.88,"8/7/2020 9:11:43 AM"
"255",158983,"1/1/1992 12:00:00 AM","Hogs",46.52,NA,51.43,46.24,47.69,73.93,51.42,50.53,52.11,50.23,47.36,"8/7/2020 9:11:43 AM"
"256",158984,"2/1/1992 12:00:00 AM","Slaughter, calves",101.79,NA,90.36,100,92.59,71.5,86.72,108.94,95.54,114.75,90.11,"8/7/2020 9:11:43 AM"
"257",158985,"2/1/1992 12:00:00 AM","Slaughter, cattle",73.6,NA,70.86,75.43,59.8,59.01,59.01,77.3,69.72,55.02,67.27,"8/7/2020 9:11:43 AM"
"258",158986,"2/1/1992 12:00:00 AM","Hogs",53.58,NA,57.06,53.66,57.83,86.32,57.26,56.72,58,56.29,54.05,"8/7/2020 9:11:43 AM"
"259",158987,"3/1/1992 12:00:00 AM","Slaughter, calves",99.4,NA,95.9,105,94.99,94.25,90.42,120,97.24,111.65,101.5,"8/7/2020 9:11:43 AM"
"260",158988,"3/1/1992 12:00:00 AM","Slaughter, cattle",75.71,NA,70.68,76.94,59.79,59.14,59.14,78.65,71.08,55.33,71.32,"8/7/2020 9:11:43 AM"
"261",158989,"3/1/1992 12:00:00 AM","Hogs",53.59,NA,57.7,53.18,59.72,83.32,57.21,57.52,58.68,56.52,53.52,"8/7/2020 9:11:43 AM"
"262",158990,"4/1/1992 12:00:00 AM","Slaughter, calves",104.5,NA,99.46,96.67,94.06,96.25,102.54,126.25,88.18,105.8,99.91,"8/7/2020 9:11:43 AM"
"263",158991,"4/1/1992 12:00:00 AM","Slaughter, cattle",79.26,NA,71.48,76.67,60.57,58.28,58.28,74.49,70.14,57.7,74.04,"8/7/2020 9:11:43 AM"
"264",158992,"4/1/1992 12:00:00 AM","Hogs",55.14,NA,58.9,53.87,61.16,78.6,57.68,57.55,58.82,56.78,55.02,"8/7/2020 9:11:43 AM"
"265",158993,"5/1/1992 12:00:00 AM","Slaughter, calves",102.83,NA,99,115,98.05,96.25,112.82,134.38,103.11,105.8,111.25,"8/7/2020 9:11:43 AM"
"266",158994,"5/1/1992 12:00:00 AM","Slaughter, cattle",77.74,NA,74.29,78.88,62.66,62.4,62.4,80.62,69.77,59.75,74.66,"8/7/2020 9:11:43 AM"
"267",158995,"5/1/1992 12:00:00 AM","Hogs",61.32,NA,65.33,59.26,63.03,82.45,61.63,62.91,64.02,61.22,61.38,"8/7/2020 9:11:43 AM"
"268",158996,"6/1/1992 12:00:00 AM","Slaughter, calves",102.5,NA,103.27,110,96.19,77,91.68,118.2,95.17,105.07,100,"8/7/2020 9:11:43 AM"
"269",158997,"6/1/1992 12:00:00 AM","Slaughter, cattle",75.78,NA,74.53,79.15,63.25,62.12,62.12,78.2,72.18,60.33,72.51,"8/7/2020 9:11:43 AM"
"270",158998,"6/1/1992 12:00:00 AM","Hogs",64.63,NA,69.03,63.39,68.97,87.9,66.87,68.8,69.07,67.89,64.7,"8/7/2020 9:11:43 AM"
"271",158999,"7/1/1992 12:00:00 AM","Slaughter, calves",112.44,NA,100.63,110,97.88,77,111.5,103.2,96.04,106.49,104.5,"8/7/2020 9:11:43 AM"
"272",159000,"7/1/1992 12:00:00 AM","Slaughter, cattle",77.19,NA,80.77,78.91,66.07,68,68,66.12,68.11,65.78,73.93,"8/7/2020 9:11:43 AM"
"273",159001,"7/1/1992 12:00:00 AM","Hogs",57.51,NA,68.21,61.76,70.12,85.62,65.46,65.31,67.43,64.51,63.41,"8/7/2020 9:11:43 AM"
"274",159002,"8/1/1992 12:00:00 AM","Slaughter, calves",108.67,NA,100.53,112,99.07,60,108.24,106.42,95.43,107.27,90,"8/7/2020 9:11:43 AM"
"275",159003,"8/1/1992 12:00:00 AM","Slaughter, cattle",77.87,NA,75.73,77.35,65.31,62.76,62.76,77.57,73.89,61.29,73.33,"8/7/2020 9:11:43 AM"
"276",159004,"8/1/1992 12:00:00 AM","Hogs",60.39,NA,64.92,58.81,65.22,86.35,61.66,62.98,63.84,62.83,60.08,"8/7/2020 9:11:43 AM"
"277",159005,"9/1/1992 12:00:00 AM","Slaughter, calves",110.22,NA,101.53,110,94.57,101.75,100.93,97.5,98.79,113.83,103.75,"8/7/2020 9:11:43 AM"
"278",159006,"9/1/1992 12:00:00 AM","Slaughter, cattle",78.82,NA,81.22,79.68,65.39,66.51,66.51,82.69,67.09,63.67,76.39,"8/7/2020 9:11:43 AM"
"279",159007,"9/1/1992 12:00:00 AM","Hogs",59.88,NA,64.35,72.53,66.36,86.07,68.01,63.07,65.27,62.52,59.94,"8/7/2020 9:11:43 AM"
"280",159008,"10/1/1992 12:00:00 AM","Slaughter, calves",112.57,NA,103.58,118.33,93.65,72.19,104.41,119,98.55,113.46,116,"8/7/2020 9:11:43 AM"
"281",159009,"10/1/1992 12:00:00 AM","Slaughter, cattle",77.91,NA,82.56,81.04,66.45,67.55,67.55,81.09,67.54,61.01,74.22,"8/7/2020 9:11:43 AM"
"282",159010,"10/1/1992 12:00:00 AM","Hogs",62,NA,66.63,76.46,66.94,85.34,64.14,64.14,66.11,63.8,61.67,"8/7/2020 9:11:43 AM"
"283",159011,"11/1/1992 12:00:00 AM","Slaughter, calves",107.63,NA,99.93,118.33,98.87,120.31,98.54,99.65,94.47,119.69,110.4,"8/7/2020 9:11:43 AM"
"284",159012,"11/1/1992 12:00:00 AM","Slaughter, cattle",79.13,NA,75.02,80.15,60.64,65.73,65.73,82.82,69.89,59.32,73.97,"8/7/2020 9:11:43 AM"
"285",159013,"11/1/1992 12:00:00 AM","Hogs",62.4,NA,67.48,75.59,66.35,87.04,66.4,66.96,67.28,66.06,62.33,"8/7/2020 9:11:43 AM"
"286",159014,"12/1/1992 12:00:00 AM","Slaughter, calves",120.22,NA,103.62,118.33,97.73,135.25,98.48,100.86,104.04,115.27,107,"8/7/2020 9:11:43 AM"
"287",159015,"12/1/1992 12:00:00 AM","Slaughter, cattle",80.39,NA,79.18,81.9,61.51,65.97,65.97,86.54,72.77,61.63,71.61,"8/7/2020 9:11:43 AM"
"288",159016,"12/1/1992 12:00:00 AM","Hogs",64.43,NA,69.63,75.59,65.24,87.01,67.27,66.58,57.92,69,65.58,"8/7/2020 9:11:43 AM"
"289",159017,"1/1/1993 12:00:00 AM","Slaughter, calves",108.5,NA,102.75,118.33,110.19,98.44,98.44,103.46,119.68,122.14,107,"8/7/2020 9:11:43 AM"
"290",159018,"1/1/1993 12:00:00 AM","Slaughter, cattle",86.86,NA,81.48,84.89,64.92,71.23,71.23,87.22,73.01,64.07,79.91,"8/7/2020 9:11:43 AM"
"291",159019,"1/1/1993 12:00:00 AM","Hogs",62.6,NA,67.76,61.33,64.88,85.97,64.63,64.53,65.66,63.81,62.63,"8/7/2020 9:11:43 AM"
"292",159020,"2/1/1993 12:00:00 AM","Slaughter, calves",108.5,NA,109.2,118.33,120,113.19,113.19,104.36,119.48,122.17,105,"8/7/2020 9:11:43 AM"
"293",159021,"2/1/1993 12:00:00 AM","Slaughter, cattle",88.77,NA,82.26,86.49,69.68,64.19,64.19,90.15,83,66.85,75.7,"8/7/2020 9:11:43 AM"
"294",159022,"2/1/1993 12:00:00 AM","Hogs",65.73,NA,70,63.36,67.6,87.79,67.29,67.53,67.72,66.38,64.89,"8/7/2020 9:11:43 AM"
"295",159023,"3/1/1993 12:00:00 AM","Slaughter, calves",115.33,NA,110.4,118.33,116.25,109.02,109.02,100.07,102.9,120.28,113.57,"8/7/2020 9:11:43 AM"
"296",159024,"3/1/1993 12:00:00 AM","Slaughter, cattle",87.34,NA,84.05,86.06,68.52,65.16,65.16,89.19,82.16,64.68,78.25,"8/7/2020 9:11:43 AM"
"297",159025,"3/1/1993 12:00:00 AM","Hogs",69.19,NA,74.08,66.8,70.5,86.21,68.23,68.09,69.99,67.48,68.27,"8/7/2020 9:11:43 AM"
"298",159026,"4/1/1993 12:00:00 AM","Slaughter, calves",125,NA,113.25,118.33,115.22,116.7,116.7,106,127.03,115.84,113.57,"8/7/2020 9:11:43 AM"
"299",159027,"4/1/1993 12:00:00 AM","Slaughter, cattle",89.71,NA,91.04,90.28,70.85,67.23,67.23,88.53,83.49,66.04,73.09,"8/7/2020 9:11:43 AM"
"300",159028,"4/1/1993 12:00:00 AM","Hogs",66.95,NA,73.95,66.87,71.94,69.48,70.12,69.5,70.4,69.08,67.37,"8/7/2020 9:11:43 AM"
"301",159029,"5/1/1993 12:00:00 AM","Slaughter, calves",110,NA,108.83,118.33,111.8,125.58,125.58,109.61,104.27,113.43,113.57,"8/7/2020 9:11:43 AM"
"302",159030,"5/1/1993 12:00:00 AM","Slaughter, cattle",90.5,NA,95.29,89.49,70.24,69.44,69.44,92.03,84.31,69.11,77.59,"8/7/2020 9:11:43 AM"
