"","Id","When","Cal","Alberta","BritishColumbia","Manitoba","NewBrunswick","NewfoundlandAndLabrador","NovaScotia","Ontario","PrinceEdwardIsland","Quebec","Saskatchewan","ModifiedDate"
"167",64591,"11/1/2005 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,110,NA,130,145,120.56,NA,"8/7/2020 9:08:35 AM"
"168",64592,"12/1/2005 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,105,NA,130,150,126.34,NA,"8/7/2020 9:08:35 AM"
"169",64593,"1/1/2006 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,110,NA,135,154,143.92,NA,"8/7/2020 9:08:35 AM"
"170",64594,"2/1/2006 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,110,NA,140,142,147.67,NA,"8/7/2020 9:08:35 AM"
"171",64595,"3/1/2006 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,110,NA,150,138,162.16,NA,"8/7/2020 9:08:35 AM"
"172",64596,"4/1/2006 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,110,NA,165,138,149.99,NA,"8/7/2020 9:08:35 AM"
"173",64597,"5/1/2006 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,130,NA,168,185,144.12,NA,"8/7/2020 9:08:35 AM"
"174",64598,"6/1/2006 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,140,NA,173,176,146.37,NA,"8/7/2020 9:08:35 AM"
"175",64599,"7/1/2006 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,145,NA,175,188,140.28,NA,"8/7/2020 9:08:35 AM"
"176",64600,"8/1/2006 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,176,NA,152,160,181.1,NA,"8/7/2020 9:08:35 AM"
"177",64601,"9/1/2006 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,170,NA,150,165,171.82,NA,"8/7/2020 9:08:35 AM"
"178",64602,"10/1/2006 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,170,NA,170,168,182.06,NA,"8/7/2020 9:08:35 AM"
"179",64603,"11/1/2006 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,170,NA,201,180,170.64,NA,"8/7/2020 9:08:35 AM"
"180",64604,"12/1/2006 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,180,NA,197,180,180.08,NA,"8/7/2020 9:08:35 AM"
"181",64605,"1/1/2007 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,185,NA,205,185,187.83,NA,"8/7/2020 9:08:35 AM"
"182",64606,"2/1/2007 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,185,NA,204,190,191.16,NA,"8/7/2020 9:08:35 AM"
"183",64607,"3/1/2007 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,190,NA,211,209,189.95,NA,"8/7/2020 9:08:35 AM"
"184",64608,"4/1/2007 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,208,NA,218,212,189.87,NA,"8/7/2020 9:08:35 AM"
"185",64609,"5/1/2007 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,210,NA,228,212,187.03,NA,"8/7/2020 9:08:35 AM"
"186",64610,"6/1/2007 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,180,NA,232,209,188.25,NA,"8/7/2020 9:08:35 AM"
"187",64611,"7/1/2007 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,180,NA,230,205,195.2,NA,"8/7/2020 9:08:35 AM"
"188",64612,"8/1/2007 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,185,NA,200,175,231.2,NA,"8/7/2020 9:08:35 AM"
"189",64613,"9/1/2007 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,185,NA,184,182,253.07,NA,"8/7/2020 9:08:35 AM"
"190",64614,"10/1/2007 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,175,NA,196,213,252.04,NA,"8/7/2020 9:08:35 AM"
"191",64615,"11/1/2007 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,180,NA,245,221,218.86,NA,"8/7/2020 9:08:35 AM"
"192",64616,"12/1/2007 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,190,NA,256,248,244.51,NA,"8/7/2020 9:08:35 AM"
"193",64617,"1/1/2008 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,205,NA,248,252,286.27,NA,"8/7/2020 9:08:35 AM"
"194",64618,"2/1/2008 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,260,NA,259,246,292.25,NA,"8/7/2020 9:08:35 AM"
"195",64619,"3/1/2008 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,292,NA,248,292,296.85,NA,"8/7/2020 9:08:35 AM"
"196",64620,"4/1/2008 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,275,NA,284,263,303.95,NA,"8/7/2020 9:08:35 AM"
"197",64621,"5/1/2008 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,275,NA,283,261,299.18,NA,"8/7/2020 9:08:35 AM"
"198",64622,"6/1/2008 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,260,NA,275,231,303.09,NA,"8/7/2020 9:08:35 AM"
"199",64623,"7/1/2008 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,259,NA,281,283,316.46,NA,"8/7/2020 9:08:35 AM"
"200",64624,"8/1/2008 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,237,NA,251,274,218,NA,"8/7/2020 9:08:35 AM"
"201",64625,"9/1/2008 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,225,NA,249,269,226.27,NA,"8/7/2020 9:08:35 AM"
"202",64626,"10/1/2008 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,230,NA,223,266,246.71,NA,"8/7/2020 9:08:35 AM"
"203",64627,"11/1/2008 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,250,NA,262,265,257.57,NA,"8/7/2020 9:08:35 AM"
"204",64628,"12/1/2008 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,235,NA,243,270,276.04,NA,"8/7/2020 9:08:35 AM"
"205",64629,"1/1/2009 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,220,NA,240,280,259.53,NA,"8/7/2020 9:08:35 AM"
"206",64630,"2/1/2009 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,228,NA,237,270,240.65,NA,"8/7/2020 9:08:35 AM"
"207",64631,"3/1/2009 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,223,NA,231,250,226.11,NA,"8/7/2020 9:08:35 AM"
"208",64632,"4/1/2009 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,211,NA,234,240,224.93,NA,"8/7/2020 9:08:35 AM"
"209",64633,"5/1/2009 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,211,NA,229,230,230.6,NA,"8/7/2020 9:08:35 AM"
"210",64634,"6/1/2009 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,213,NA,243,220,224.79,NA,"8/7/2020 9:08:35 AM"
"211",64635,"7/1/2009 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,219,NA,231,219,206.59,NA,"8/7/2020 9:08:35 AM"
"212",64636,"8/1/2009 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,210,NA,224,212,154.94,NA,"8/7/2020 9:08:35 AM"
"213",64637,"9/1/2009 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,207,NA,236,182,160.17,NA,"8/7/2020 9:08:35 AM"
"214",64638,"10/1/2009 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,195,NA,224,184,150.72,NA,"8/7/2020 9:08:35 AM"
"215",64639,"11/1/2009 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,195,NA,223,193,157.5,NA,"8/7/2020 9:08:35 AM"
"216",64640,"12/1/2009 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,200,NA,221,212,189.83,NA,"8/7/2020 9:08:35 AM"
"217",64641,"1/1/2010 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,205,NA,219,216,128.83,NA,"8/7/2020 9:08:35 AM"
"218",64642,"2/1/2010 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,205,NA,224,213,122.71,NA,"8/7/2020 9:08:35 AM"
"219",64643,"3/1/2010 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,210,NA,225,222,127.51,NA,"8/7/2020 9:08:35 AM"
"220",64644,"4/1/2010 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,210,NA,220,218,133.56,NA,"8/7/2020 9:08:35 AM"
"221",64645,"5/1/2010 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,210,NA,220,201,146.56,NA,"8/7/2020 9:08:35 AM"
"222",64646,"6/1/2010 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,210,NA,229,194,131.14,NA,"8/7/2020 9:08:35 AM"
"223",64647,"7/1/2010 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,210,NA,223,185,144.43,NA,"8/7/2020 9:08:35 AM"
"224",64648,"8/1/2010 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,210,NA,216,200,121.43,NA,"8/7/2020 9:08:35 AM"
"225",64649,"9/1/2010 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,220,NA,225,235,117.76,NA,"8/7/2020 9:08:35 AM"
"226",64650,"10/1/2010 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,220,NA,225,245,145.78,NA,"8/7/2020 9:08:35 AM"
"227",64651,"11/1/2010 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,225,NA,230,245,135.47,NA,"8/7/2020 9:08:35 AM"
"228",64652,"12/1/2010 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,230,NA,225,245,148.66,NA,"8/7/2020 9:08:35 AM"
"229",64653,"1/1/2011 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,235,NA,235,245,150.88,NA,"8/7/2020 9:08:35 AM"
"230",64654,"2/1/2011 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,240,NA,241,240,173,NA,"8/7/2020 9:08:35 AM"
"231",64655,"3/1/2011 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,230,NA,254,240,170.58,NA,"8/7/2020 9:08:35 AM"
"232",64656,"4/1/2011 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,200,NA,260,236,216.58,NA,"8/7/2020 9:08:35 AM"
"233",64657,"5/1/2011 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,235,NA,278,265,202.26,NA,"8/7/2020 9:08:35 AM"
"234",64658,"6/1/2011 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,245,NA,272,272,180.18,NA,"8/7/2020 9:08:35 AM"
"235",64659,"7/1/2011 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,260,NA,285,268,182.82,NA,"8/7/2020 9:08:35 AM"
"236",64660,"8/1/2011 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,265,NA,270,271,239.03,NA,"8/7/2020 9:08:35 AM"
"237",64661,"9/1/2011 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,268,NA,268,271,239.9,NA,"8/7/2020 9:08:35 AM"
"238",64662,"10/1/2011 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,270,NA,265,269,248.31,NA,"8/7/2020 9:08:35 AM"
"239",64663,"11/1/2011 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,270,NA,265,269,265.64,NA,"8/7/2020 9:08:35 AM"
"240",64664,"12/1/2011 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,272,NA,262,265,228.11,NA,"8/7/2020 9:08:35 AM"
"241",64665,"1/1/2012 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"242",64666,"1/1/2012 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,275,NA,270,270,244.46,NA,"8/7/2020 9:08:35 AM"
"243",64667,"2/1/2012 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"244",64668,"2/1/2012 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,270,NA,272,270,225.88,NA,"8/7/2020 9:08:35 AM"
"245",64669,"3/1/2012 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"246",64670,"3/1/2012 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,265,NA,270,260,235.19,NA,"8/7/2020 9:08:35 AM"
"247",64671,"4/1/2012 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"248",64672,"4/1/2012 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,260,NA,265,260,250.39,NA,"8/7/2020 9:08:35 AM"
"249",64673,"5/1/2012 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"250",64674,"5/1/2012 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,263,NA,268,265,245.26,NA,"8/7/2020 9:08:35 AM"
"251",64675,"6/1/2012 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"252",64676,"6/1/2012 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,267,NA,270,268,246.41,NA,"8/7/2020 9:08:35 AM"
"253",64677,"7/1/2012 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"254",64678,"7/1/2012 12:00:00 AM","Wheat excluding durum",NA,NA,NA,NA,272,NA,275,275,278.24,NA,"8/7/2020 9:08:35 AM"
"255",64679,"8/1/2012 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"256",64680,"8/1/2012 12:00:00 AM","Wheat excluding durum",273.83,273.83,261.44,NA,278,NA,280,280,308.18,262.29,"8/7/2020 9:08:35 AM"
"257",64681,"9/1/2012 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"258",64682,"9/1/2012 12:00:00 AM","Wheat excluding durum",283.7,283.7,282.1,NA,280,NA,282,285,315.04,277.54,"8/7/2020 9:08:35 AM"
"259",64683,"10/1/2012 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"260",64684,"10/1/2012 12:00:00 AM","Wheat excluding durum",279.64,279.64,292.1,NA,288,NA,290,287,315.89,279.27,"8/7/2020 9:08:35 AM"
"261",64685,"11/1/2012 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"262",64686,"11/1/2012 12:00:00 AM","Wheat excluding durum",287.72,287.72,302.84,NA,289,NA,290,289,312.9,287.61,"8/7/2020 9:08:35 AM"
"263",64687,"12/1/2012 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"264",64688,"12/1/2012 12:00:00 AM","Wheat excluding durum",288.71,288.71,307.37,NA,281,NA,282,272,319.95,290.37,"8/7/2020 9:08:35 AM"
"265",64689,"1/1/2013 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"266",64690,"1/1/2013 12:00:00 AM","Wheat excluding durum",294.19,294.19,298.84,NA,285,NA,285,282,315.02,291.15,"8/7/2020 9:08:35 AM"
"267",64691,"2/1/2013 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"268",64692,"2/1/2013 12:00:00 AM","Wheat excluding durum",293.8,293.8,292.94,NA,288,NA,288,285,310.39,282.6,"8/7/2020 9:08:35 AM"
"269",64693,"3/1/2013 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"270",64694,"3/1/2013 12:00:00 AM","Wheat excluding durum",294.57,294.57,291.02,NA,285,NA,282,288,301.6,285.06,"8/7/2020 9:08:35 AM"
"271",64695,"4/1/2013 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"272",64696,"4/1/2013 12:00:00 AM","Wheat excluding durum",295.11,295.11,285.11,NA,280,NA,278,284,294.37,282.84,"8/7/2020 9:08:35 AM"
"273",64697,"5/1/2013 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"274",64698,"5/1/2013 12:00:00 AM","Wheat excluding durum",292.46,292.46,287.27,NA,269,NA,270,271,279.19,282.93,"8/7/2020 9:08:35 AM"
"275",64699,"6/1/2013 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"276",64700,"6/1/2013 12:00:00 AM","Wheat excluding durum",287.04,287.04,282.35,NA,270,NA,278,268,292.97,275.28,"8/7/2020 9:08:35 AM"
"277",64701,"7/1/2013 12:00:00 AM","Durum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/7/2020 9:08:35 AM"
"278",64702,"7/1/2013 12:00:00 AM","Wheat excluding durum",275.38,275.38,271.29,NA,263,NA,270,262,285.05,264.99,"8/7/2020 9:08:35 AM"
"279",64703,"8/1/2013 12:00:00 AM","Durum",284.34,NA,NA,NA,NA,NA,NA,NA,NA,286.54,"8/7/2020 9:08:35 AM"
"280",64704,"8/1/2013 12:00:00 AM","Wheat excluding durum",257.42,257.42,251.9,NA,250,NA,251,249,246.36,248.65,"8/7/2020 9:08:35 AM"
"281",64705,"9/1/2013 12:00:00 AM","Durum",270.73,NA,NA,NA,NA,NA,NA,NA,NA,264.61,"8/7/2020 9:08:35 AM"
"282",64706,"9/1/2013 12:00:00 AM","Wheat excluding durum",245.77,245.77,249.83,NA,253.25,NA,241.5,265,242.23,231.04,"8/7/2020 9:08:35 AM"
"283",64707,"10/1/2013 12:00:00 AM","Durum",255.56,NA,NA,NA,NA,NA,NA,NA,NA,248.08,"8/7/2020 9:08:35 AM"
"284",64708,"10/1/2013 12:00:00 AM","Wheat excluding durum",244.91,244.91,245.54,NA,258.6,NA,260.2,257,229.06,234.04,"8/7/2020 9:08:35 AM"
"285",64709,"11/1/2013 12:00:00 AM","Durum",235.6,NA,NA,NA,NA,NA,NA,NA,NA,237.68,"8/7/2020 9:08:35 AM"
"286",64710,"11/1/2013 12:00:00 AM","Wheat excluding durum",241.45,241.45,241.35,NA,258.88,NA,266.5,251.25,234.36,229.05,"8/7/2020 9:08:35 AM"
"287",64711,"12/1/2013 12:00:00 AM","Durum",234.86,NA,NA,NA,NA,NA,NA,NA,NA,222.08,"8/7/2020 9:08:35 AM"
"288",64712,"12/1/2013 12:00:00 AM","Wheat excluding durum",233.94,233.94,232.97,NA,261.06,NA,269.9,250,234.15,222.72,"8/7/2020 9:08:35 AM"
"289",64713,"1/1/2014 12:00:00 AM","Durum",217.92,NA,NA,NA,NA,NA,NA,NA,NA,218.4,"8/7/2020 9:08:35 AM"
"290",64714,"1/1/2014 12:00:00 AM","Wheat excluding durum",226.77,226.77,229.53,NA,260.89,NA,279.5,246,231.21,214.49,"8/7/2020 9:08:35 AM"
"291",64715,"2/1/2014 12:00:00 AM","Durum",224.62,NA,NA,NA,NA,NA,NA,NA,NA,214.04,"8/7/2020 9:08:35 AM"
"292",64716,"2/1/2014 12:00:00 AM","Wheat excluding durum",221.75,221.75,213.57,NA,265.38,NA,285.75,245,233.35,210.63,"8/7/2020 9:08:35 AM"
"293",64717,"3/1/2014 12:00:00 AM","Durum",198.01,NA,NA,NA,NA,NA,NA,NA,NA,213.48,"8/7/2020 9:08:35 AM"
"294",64718,"3/1/2014 12:00:00 AM","Wheat excluding durum",219.9,219.9,216.64,NA,261.33,NA,294,245,247.97,206.56,"8/7/2020 9:08:35 AM"
"295",64719,"4/1/2014 12:00:00 AM","Durum",205.19,NA,NA,NA,NA,NA,NA,NA,NA,209.14,"8/7/2020 9:08:35 AM"
"296",64720,"4/1/2014 12:00:00 AM","Wheat excluding durum",212.41,212.41,215.37,NA,280.69,NA,312.63,248.75,266.58,204.23,"8/7/2020 9:08:35 AM"
"297",64721,"5/1/2014 12:00:00 AM","Durum",212.66,NA,NA,NA,NA,NA,NA,NA,NA,215.62,"8/7/2020 9:08:35 AM"
"298",64722,"5/1/2014 12:00:00 AM","Wheat excluding durum",212.72,212.72,221.11,NA,283.06,NA,318.13,255,259.31,201.5,"8/7/2020 9:08:35 AM"
"299",64723,"6/1/2014 12:00:00 AM","Durum",223.49,NA,NA,NA,NA,NA,NA,NA,NA,221.57,"8/7/2020 9:08:35 AM"
"300",64724,"6/1/2014 12:00:00 AM","Wheat excluding durum",206.03,206.03,219.15,NA,279.06,NA,298.3,255,265.02,196.35,"8/7/2020 9:08:35 AM"
"301",64725,"7/1/2014 12:00:00 AM","Durum",224.78,NA,NA,NA,NA,NA,NA,NA,NA,223.13,"8/7/2020 9:08:35 AM"
"302",64726,"7/1/2014 12:00:00 AM","Wheat excluding durum",196.29,196.29,212.85,NA,257,NA,261,247.82,266.76,193.28,"8/7/2020 9:08:35 AM"
"303",64727,"8/1/2014 12:00:00 AM","Durum",233.93,NA,NA,NA,NA,NA,NA,NA,NA,231.16,"8/7/2020 9:08:35 AM"
"304",64728,"8/1/2014 12:00:00 AM","Wheat excluding durum",192.86,192.86,208.19,NA,234.06,NA,231,207.15,248.04,189.18,"8/7/2020 9:08:35 AM"
"305",64729,"9/1/2014 12:00:00 AM","Durum",244.97,NA,NA,NA,NA,NA,NA,NA,NA,234.34,"8/7/2020 9:08:35 AM"
"306",64730,"9/1/2014 12:00:00 AM","Wheat excluding durum",196.08,196.08,203.72,NA,222.97,NA,230.41,207.39,239.53,186.55,"8/7/2020 9:08:35 AM"
"307",64731,"10/1/2014 12:00:00 AM","Durum",266.67,NA,NA,NA,NA,NA,NA,NA,NA,250.31,"8/7/2020 9:08:35 AM"
"308",64732,"10/1/2014 12:00:00 AM","Wheat excluding durum",198.84,198.84,211.23,NA,221.83,NA,240.29,230,241.75,193.53,"8/7/2020 9:08:35 AM"
"309",64733,"11/1/2014 12:00:00 AM","Durum",336.9,NA,NA,NA,NA,NA,NA,NA,NA,313.74,"8/7/2020 9:08:35 AM"
"310",64734,"11/1/2014 12:00:00 AM","Wheat excluding durum",204.41,204.41,212.9,NA,227.77,NA,250.97,228.75,248.72,193.86,"8/7/2020 9:08:35 AM"
"311",64735,"12/1/2014 12:00:00 AM","Durum",354.13,NA,NA,NA,NA,NA,NA,NA,NA,318.75,"8/7/2020 9:08:35 AM"
"312",64736,"12/1/2014 12:00:00 AM","Wheat excluding durum",209.22,209.22,218.82,NA,233.3,NA,259.22,235,265.99,201.1,"8/7/2020 9:08:35 AM"
"313",64737,"1/1/2015 12:00:00 AM","Durum",374.76,NA,NA,NA,NA,NA,NA,NA,NA,330.3,"8/7/2020 9:08:35 AM"
"314",64738,"1/1/2015 12:00:00 AM","Wheat excluding durum",212.58,212.58,217.71,NA,237.96,NA,270.54,240.71,275.79,201.01,"8/7/2020 9:08:35 AM"
"315",64739,"2/1/2015 12:00:00 AM","Durum",347.83,NA,NA,NA,NA,NA,NA,NA,NA,323.74,"8/7/2020 9:08:35 AM"
"316",64740,"2/1/2015 12:00:00 AM","Wheat excluding durum",216.62,216.62,217.37,NA,242.72,NA,274.19,245.96,273.05,203.92,"8/7/2020 9:08:35 AM"
"317",64741,"3/1/2015 12:00:00 AM","Durum",346.64,NA,NA,NA,NA,NA,NA,NA,NA,312.16,"8/7/2020 9:08:35 AM"
"318",64742,"3/1/2015 12:00:00 AM","Wheat excluding durum",221.62,221.62,219.18,NA,247.58,NA,275.71,248.66,269.13,207.52,"8/7/2020 9:08:35 AM"
"319",64743,"4/1/2015 12:00:00 AM","Durum",344.97,NA,NA,NA,NA,NA,NA,NA,NA,285.41,"8/7/2020 9:08:35 AM"
"320",64744,"4/1/2015 12:00:00 AM","Wheat excluding durum",220.99,220.99,224.1,NA,260.64,NA,274.88,258.14,270.63,202.8,"8/7/2020 9:08:35 AM"
"321",64745,"5/1/2015 12:00:00 AM","Durum",369.32,NA,NA,NA,NA,NA,NA,NA,NA,281.61,"8/7/2020 9:08:35 AM"
"322",64746,"5/1/2015 12:00:00 AM","Wheat excluding durum",221.05,221.05,221.34,NA,257.82,NA,270.71,254.95,265.88,204.2,"8/7/2020 9:08:35 AM"
"323",64747,"6/1/2015 12:00:00 AM","Durum",324.99,NA,NA,NA,NA,NA,NA,NA,NA,266.57,"8/7/2020 9:08:35 AM"
"324",64748,"6/1/2015 12:00:00 AM","Wheat excluding durum",220.22,220.22,220.97,NA,258.39,NA,267.21,265.87,272.12,205.09,"8/7/2020 9:08:35 AM"
"325",64749,"7/1/2015 12:00:00 AM","Durum",379.14,NA,NA,NA,NA,NA,NA,NA,NA,282.15,"8/7/2020 9:08:35 AM"
"326",64750,"7/1/2015 12:00:00 AM","Wheat excluding durum",229.51,229.51,228.99,NA,264.9,NA,263.71,252.96,255.89,214.62,"8/7/2020 9:08:35 AM"
"327",64751,"8/1/2015 12:00:00 AM","Durum",355.17,NA,NA,NA,NA,NA,NA,NA,NA,318.86,"8/7/2020 9:08:35 AM"
"328",64752,"8/1/2015 12:00:00 AM","Wheat excluding durum",220.91,220.91,220.1,NA,250.41,NA,240.81,219.05,252.76,208.1,"8/7/2020 9:08:35 AM"
"329",64753,"9/1/2015 12:00:00 AM","Durum",343.87,NA,NA,NA,NA,NA,NA,NA,NA,327.78,"8/7/2020 9:08:35 AM"
"330",64754,"9/1/2015 12:00:00 AM","Wheat excluding durum",223.95,223.95,223.01,NA,224.6,NA,222.28,185.15,245.75,215.9,"8/7/2020 9:08:35 AM"
"331",64755,"10/1/2015 12:00:00 AM","Durum",338.26,NA,NA,NA,NA,NA,NA,NA,NA,314.59,"8/7/2020 9:08:35 AM"
"332",64756,"10/1/2015 12:00:00 AM","Wheat excluding durum",225.19,225.19,226.29,NA,235.48,NA,245.64,197,239.85,219.23,"8/7/2020 9:08:35 AM"
"333",64757,"11/1/2015 12:00:00 AM","Durum",334.76,NA,NA,NA,NA,NA,NA,NA,NA,287.46,"8/7/2020 9:08:35 AM"
"334",64758,"11/1/2015 12:00:00 AM","Wheat excluding durum",226.24,226.24,224.57,NA,228.16,NA,256.72,247.46,244.19,220.27,"8/7/2020 9:08:35 AM"
"335",64759,"12/1/2015 12:00:00 AM","Durum",321.49,NA,NA,NA,NA,NA,NA,NA,NA,300.91,"8/7/2020 9:08:35 AM"
"336",64760,"12/1/2015 12:00:00 AM","Wheat excluding durum",232.56,232.56,232.89,NA,250.66,NA,253.15,244.17,246.5,227.83,"8/7/2020 9:08:35 AM"
"337",64761,"1/1/2016 12:00:00 AM","Durum",332.57,NA,NA,NA,NA,NA,NA,NA,NA,304.18,"8/7/2020 9:08:35 AM"
"338",64762,"1/1/2016 12:00:00 AM","Wheat excluding durum",235.32,235.32,231.63,NA,251.71,NA,257.46,243.82,245.37,227.53,"8/7/2020 9:08:35 AM"
"339",64763,"2/1/2016 12:00:00 AM","Durum",331.8,NA,NA,NA,NA,NA,NA,NA,NA,301.27,"8/7/2020 9:08:35 AM"
